,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18
Shahdol,24967,18689,74.9,20625,17609,6147,82.6,95.1,23887,95.7,23783,724,39.7,1.6,1616,993,623,61.4,18550,86,0.5,951,205,21.6,19501,78.1,21117,92.3,97,7.7,2004,683,13.8,10.8,71.8,95.1,4.9,1452,1033,89.9,4.9,20676,97.9,567,97.3,20605,99.7,3723,18.1,19317,93.4,892,10.6,43.8,23102,92.5,17627,70.6,0,0,0,0,10959,0,43.9,,,67,37,932,167,15.3,99.4,0.6,99.4,0.6,0.7,74,3612,3686,2,98,,,,,50,3636,1.4,98.6,82.1,0.4,17.4,0.1,99.3,21.4,97.3,100,0,0,0,0,2,0,60,8909,27,68,32.7,70.8,2827,6072,37,36187,1005,150613,0,56,11,,0,25568,18412,19985,18356,89.1,96.7,88.8,0,0,0,20317,19604,18945,19542,0,94.5,19495,2.2,94,104,77,0,375,99.6,93,1452,131,62,0,0,0,31,3,3,178,10790,2759,0,18188,16113,14843,20770,0,67.5,26.3,44.8,0.2,77216,747269,12185,759454,10.2,1381,6115,18.4,299,21.7,1.6,12703,1.7,3.5,1.2,26,0.1,0.4,0.4,0.1,717,4.2,14.6,11.4,2.1,3.8,0.4,3335,,
Shajapur,20629,14907,72.3,15887,18542,643,77,93,18154,88,12937,555,51.9,5.5,10,1,9,10,14563,127,0.9,182,9,4.9,14745,71.5,14755,99.9,99.9,0.1,249,82,2.2,1.7,45.1,98.8,1.2,5,113,50,0.8,14610,99,202,98.6,14561,99.7,1321,9.1,14102,96.5,974,5.1,24.9,16262,78.8,15485,75.1,0,0,0,0,2894,1,14,100,100,13,0,100,126,55.8,98.4,1.6,100,0,0.6,87,4051,4138,2.1,97.9,,,,,9,4129,0.2,99.8,74.4,17.1,8.5,0,100,100,97.4,,0,0,0,2,7,1,26,3811,,59.4,15.5,47.9,1541,2263,7,40906,1042,299657,878,275,32,,0,16098,14861,15370,13639,101.7,105.2,93.4,0,0,0,19116,18634,18629,19098,0,130.7,19118,-24.3,133.8,64.4,58,0,1466,95.3,82.9,166,25,2,0,0,0,13,11,10,3,1793,761,0,16463,13952,13066,17107,0,68.5,18.3,35.9,0.3,63657,835872,22010,857882,7.4,125,1705,6.8,0,0,2.6,7162,0.8,5.8,1.2,9.6,0.6,0.8,0.1,0.1,219,2.7,0,5.9,0,5,0,4686,,
Sheopur,16996,9816,57.8,10068,12183,2108,59.2,84.1,16062,94.5,20404,567,34.6,1,1934,13,1921,0.7,11985,1648,13.8,,,,11985,70.5,13919,86.1,86.2,13.9,402,,3.4,3.4,,100,0,2803,3370,144.9,24.2,13779,99,186,98.7,13666,99.2,2706,19.8,13100,95.1,931,2.4,87,14187,83.5,10781,63.4,621,3.7,426,2.5,3921,1,23.1,0,,12,0,321,47,12.8,100,0,100,0,0.3,1,3586,3587,0,100,,,,,,3587,0,100,76.4,21.3,2.2,0.1,100,100,100,100,1,0,1,0,2,0,12,2696,,60.8,13.7,42.9,1029,1640,27,56792,630,163403,216,23,0,,0,12426,9049,13818,8617,65.7,100.3,62.5,183,68,65,14755,14094,13397,12923,0,93.8,12964,6.5,100.5,88,3,0,11,92.2,83.3,1050,375,62,0,0,1,2,3,1,509,3201,627,0,14143,11787,10096,12503,0,68.7,21.7,54.4,0.2,46621,539672,16905,556577,8.4,227,2259,9.1,73,32.2,3,4101,0.7,4.6,0.4,17.8,0.1,0.2,4.3,0.8,467,5.6,4.3,6.2,0.4,1.3,0.4,0,,
Shivpuri,48981,27692,56.5,35985,39472,3394,73.5,87.5,48246,98.5,36532,994,38.7,2.6,3326,384,2942,11.5,32753,2219,6.8,252,64,25.4,33005,67.4,36331,90.8,91.9,9.2,1606,103,5.2,4.9,40.9,99.2,0.8,10821,14570,325.3,40.1,36333,100,608,98.4,34032,93.7,4571,13.4,34111,93.9,898,4.9,75.1,45006,91.9,32175,65.7,1230,2.5,919,1.9,6930,5,14.1,0,,31,5,844,656,44.2,89,11,98.1,1.9,1.3,11,7152,7163,0.2,99.8,,,,,1,7162,0,100,93.2,4.1,2.4,0.3,100,100,100,100,0,0,0,0,1,0,158,8493,10,48.2,12.5,54.3,4344,4093,66,72459,851,349748,0,133,14,,0,22985,32338,35644,30185,89,98.1,83.1,108,131,85,41734,40386,39320,42100,0,115.9,42341,-18.1,117.6,159.2,90,0,109,99.4,85.4,1450,38,58,3,0,0,13,9,17,283,7459,3766,0,40700,35159,31613,39441,0,77.5,16.4,31.9,0.3,100280,1009662,20839,1030501,9.7,667,2918,18.6,2,0.3,2,14985,1.5,2.8,1.9,14.1,0.5,1,0.7,0,640,8.9,19.5,4.2,1.7,0.3,0,990,,
Sidhi,31816,19490,61.3,26484,22633,6705,83.2,92.2,30586,96.1,30685,886,36.3,1.6,3957,318,3639,8,21202,756,3.6,785,41,5.2,21987,69.1,25944,84.7,86,15.3,44,94,0.6,0.2,12,96.4,3.6,5818,9832,147,37.9,25618,98.7,459,98.2,25012,97.6,3725,14.9,24633,96.2,941,7.4,19.6,20303,63.8,19457,61.2,117,0.4,0,0,6869,8,21.6,37.5,,32,1,1324,671,35.8,95.4,4.6,90.9,9.1,2.1,90,4291,4381,2.1,97.9,,,,,22,4359,0.5,99.5,95.4,3.8,0.7,0.1,99.9,100,45.2,100,0,0,0,0,0,12,3,6963,17,31.2,10.2,61.4,4663,2173,144,6172,553,25573,38,184,26,,11,16318,20604,26050,19952,80.4,101.7,77.9,323,241,311,27071,27006,27294,26327,10,102.8,27153,-1.1,112.8,179.9,19,0,24,101.4,92.1,1246,72,51,0,3,1,13,10,76,171,7378,2401,10,22935,20144,18407,24206,18,71,19.5,48.5,1.3,57302,715989,7371,723360,7.9,1696,5491,23.6,46,2.7,1,4388,0.6,2.8,0.5,19.6,0.2,0.3,1.3,0.5,360,2.5,0.8,6.7,2.5,1.1,0.3,1928,,
Singroli,37339,20843,55.8,24408,22469,12653,65.4,94.1,35331,94.6,24698,1393,78.4,1.1,9706,640,9066,6.6,16613,5503,33.1,3575,,0,20188,54.1,29894,67.5,69.7,32.5,33,517,2.7,0.2,14.5,82.3,17.7,8558,13516,88.2,45.2,29505,98.7,446,98.5,26647,90.3,2112,7.9,27093,91.8,944,2.8,22.4,27816,74.5,21845,58.5,80,0.2,54,0.1,5410,211,14.5,12.3,,40,1,484,223,31.5,78.5,21.5,100,0,0.6,33,3756,3789,0.9,99.1,,,,,1272,2517,33.6,66.4,91.1,8.9,0,0,72.5,1.5,,,0,0,0,0,0,5,13,6503,1502,68.4,26.8,67.9,2631,5158,216,19382,968,38907,119,42,0,,0,13765,17896,32234,16004,60.7,109.2,54.2,185,207,274,33075,32386,31506,31285,0,106,31191,2.9,107.4,96.4,212,0,1472,97.6,94.2,203,44,45,7,6,2,24,0,5,200,3722,1026,0,27351,23664,20294,30174,0,72.2,21.2,55.4,0.4,45677,494493,426,494919,9.2,242,2266,9.6,213,88,0.1,6079,1.2,2.8,0.8,17.2,0.4,0.5,1,0.9,388,8.2,4.9,2.6,1,2.1,0,3575,,
Tikamgarh,38461,20850,54.2,29070,24601,8003,75.6,84.8,37927,98.6,29174,731,33.1,1.2,1652,60,1592,3.6,25025,6747,27,839,246,29.3,25864,67.2,27516,94,94.2,6,306,510,3.2,1.2,60.8,96.8,3.2,4256,7308,257.6,26.6,26811,97.4,374,98.6,26509,98.9,5475,20.7,26332,98.2,925,6.4,41.1,34938,90.8,24314,63.2,1182,3.1,490,1.3,19304,9,50.2,166.7,,24,2,239,97,39.9,100,0,61,39,0.3,18,5728,5746,0.3,99.7,,,,,,5746,0,100,98.4,0,1.6,0,100,,100,,0,0,0,0,0,0,49,13012,,52.2,27.1,69.4,6224,6787,1,114252,408,349535,1728,67,5,,0,17203,25605,27252,24677,95.5,101.6,92,51,13,30,31709,30879,31239,30664,10,114.4,30921,-12.5,113.2,109.7,25,0,35,98.7,83.2,1044,81,100,0,1,0,84,0,57,160,3171,860,10,28314,24006,24895,29743,8,62.2,27.2,56.9,0.1,75283,879171,68174,947345,7.9,1097,6262,14.9,405,36.9,7.2,3053,0.3,2.5,0.2,9,0,0.1,0.6,0,381,8.9,7.1,1.3,0,1.6,0.3,839,,
Ujjain,47556,28704,60.4,33248,27923,14760,69.9,89.8,47655,100.2,26834,1025,50.4,3.3,187,26,161,13.9,24450,161,0.7,9096,1044,11.5,33546,70.5,33733,99.4,99.5,0.6,2894,3913,20.3,11.8,43,72.9,27.1,1381,6450,738.5,19.1,33336,98.8,490,98.6,33158,99.5,7422,22.4,31048,93.1,927,34.1,24.9,42213,88.8,27183,57.2,0,0,0,0,18274,17,38.4,100,100,29,4,992,952,62.5,92.2,7.8,57.6,42.4,2,53,8793,8846,0.6,99.4,,,,,114,8732,1.3,98.7,64.9,19.1,15,1,99.6,98.6,95,100,0,0,0,1,1,0,6,7040,,25,7.2,44.3,5223,1757,60,76637,402,271932,720,114,6,,0,12475,28494,31203,26113,85.5,93.6,78.3,0,0,0,42968,41537,41326,41659,0,125,40300,-33.5,127,121.7,48,0,707,98.7,79.1,282,14,42,0,0,0,136,6,23,13,5670,2420,0,38293,34268,31109,39073,0,60.1,15.3,43.9,0.8,117228,1414511,29194,1443705,8.1,1737,15554,10,199,11.5,2,5758,0.4,1.9,0.6,32.8,0.2,0.4,0.2,0,519,13.9,10.4,1.7,0,0.8,0,18261,,
Umaria,15802,10080,63.8,12634,11213,3461,80,92.9,16040,101.5,13149,378,30.3,2.2,205,112,93,54.6,10423,1086,10.4,,,,10423,66,10628,98.1,99.1,1.9,302,,2.9,2.9,,100,0,576,5369,281,50.5,10540,99.2,255,97.6,10349,98.2,1038,10,9844,93.4,936,4.5,65.3,14656,92.7,9662,61.1,0,0,0,0,3689,2,23.3,0,,25,0,306,171,35.8,74.9,25.1,100,0,1.1,35,3173,3208,1.1,98.9,,,,,,3208,0,100,93.8,0.5,4.6,1.1,100,100,100,100,0,0,0,0,0,7,37,8503,,66.8,54.5,72.6,2796,5677,30,27128,276,106866,0,47,7,,0,11003,9729,10297,9515,92.3,97.7,90.3,0,0,13,13505,13412,13337,14102,0,133.8,13958,-37,130.3,211.5,0,1,397,97,93.4,100,6,1,2,0,0,9,2,29,94,8254,133,0,11875,10681,9853,13504,0,68.7,21.3,50.5,0.5,42753,407880,1567,409447,10.4,504,1862,21.3,54,10.7,0.4,2520,0.6,2.5,0.1,45.2,0,0,0.2,0.1,556,2.2,2.9,5,6.1,18.7,0.9,,,
Vidisha,39682,25362,63.9,29518,26384,5394,74.4,80.1,36106,91,24339,782,45.3,2.8,3057,253,2804,8.3,20764,1100,5.3,3134,659,21,23898,60.2,26955,88.7,89.6,11.3,1068,521,6.6,5.1,16.6,86.9,13.1,6282,10775,205.5,40,26470,98.2,368,98.6,24299,91.8,3025,12.4,23877,90.2,933,4.3,7.9,35220,88.8,25168,63.4,759,1.9,112,0.3,10649,5,26.8,100,,52,4,975,195,19.7,97.4,2.6,81.6,18.4,0.5,25,4117,4142,0.6,99.4,,,,,21,4121,0.5,99.5,89.9,2.9,6.8,0.4,100,95,95.3,93.3,1,0,1,0,4,10,83,7427,53,59.8,21.4,64.4,2980,4456,44,115743,708,442428,948,371,73,,0,31618,20669,24116,18138,78.1,91.1,68.5,223,156,124,31256,30515,30826,31601,4,119.4,31614,-31,119.4,168.4,32,1,2471,99.8,81.6,463,91,147,18,0,6,30,16,61,154,4510,2258,4,30847,26280,22929,29591,11,55.9,20.9,45.7,0.2,114972,1001727,53342,1055069,10.9,633,2505,20.2,171,27,5.1,16752,1.6,1.9,0.2,20,1.1,0.7,1,0,621,1.9,1,2.7,1,5.6,0,9541,,
