Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons,Total Number of reported live births
11,30572.0,26449.0,31658.0,31809.0,33039.0,20031.0,1239.0,1238.0,778.0,460.0,17088.0,529.0,21390.0,22628.0,262.0,2010.0,481.0,1605.0,22109.0,928,596.0,177.0,14.0,1491.0,1505.0,9661.0,173.0,30077.0,154985.0,28434.0,30380.0,351.0,2642.0,4399.0,29925.0,27908.0,5.0,2037.0,15072.0,119.0,1294693,867405,371616,191352,732407,22318.0
12,15609.0,11206.0,15427.0,14307.0,14458.0,9736.0,465.0,2172.0,352.0,1820.0,8810.0,797.0,11702.0,13874.0,212.0,2486.0,427.0,1477.0,13079.0,958,429.0,48.0,1.0,119.0,120.0,2387.0,0.0,12930.0,60541.0,8437.0,12934.0,184.0,1267.0,1994.0,12189.0,12088.0,150.0,1142.0,708.0,217.0,690409,441467,169664,151893,371809,13537.0
13,22372.0,19029.0,20937.0,20946.0,22377.0,9553.0,198.0,1509.0,1355.0,154.0,12870.0,2749.0,17792.0,19301.0,146.0,1181.0,511.0,1831.0,18683.0,938,593.0,164.0,110.0,7083.0,7193.0,4079.0,4.0,62021.0,352916.0,19801.0,21369.0,1016.0,2595.0,3956.0,18788.0,18414.0,12.0,798.0,6855.0,341.0,1111077,711993,358203,182810,571837,18869.0
14,30680.0,24706.0,29010.0,29460.0,21328.0,16627.0,721.0,2228.0,1167.0,1061.0,20837.0,1199.0,24658.0,26886.0,1783.0,1859.0,767.0,4472.0,25609.0,928,753.0,208.0,18.0,3640.0,3658.0,7617.0,27.0,28663.0,122236.0,24440.0,26830.0,772.0,2659.0,4757.0,27754.0,27563.0,255.0,2604.0,7989.0,760.0,1596524,1048697,508395,220945,867684,26371.0
15,54691.0,36755.0,48740.0,47559.0,49906.0,15444.0,405.0,4872.0,1299.0,3573.0,21856.0,7895.0,36089.0,40961.0,4249.0,6530.0,807.0,6462.0,40012.0,934,1446.0,344.0,712.0,6343.0,7055.0,5357.0,0.0,23110.0,99847.0,47908.0,54516.0,163.0,4291.0,7719.0,57569.0,57542.0,604.0,2245.0,3694.0,132.0,4578149,3121122,1402560,608270,2574054,40486.0
16,34832.0,31826.0,34188.0,34389.0,34971.0,21809.0,1017.0,4582.0,2140.0,2442.0,23143.0,3665.0,25244.0,29826.0,1500.0,1387.0,827.0,2382.0,28997.0,951,917.0,360.0,336.0,3032.0,3368.0,6283.0,43.0,40735.0,119734.0,23048.0,31266.0,1477.0,3722.0,6120.0,29492.0,30020.0,1117.0,2232.0,3767.0,425.0,1652247,1093697,611419,282749,782890,29071.0
17,29393.0,21295.0,24809.0,23630.0,27842.0,10135.0,2000.0,2441.0,1384.0,1057.0,13451.0,4972.0,17509.0,19950.0,771.0,1990.0,458.0,2989.0,18884.0,822,700.0,458.0,83.0,2122.0,2205.0,2914.0,125.0,34819.0,134779.0,18883.0,22878.0,1350.0,2857.0,4158.0,21211.0,21742.0,59.0,5498.0,2930.0,101.0,2535574,1343432,629761,612515,1302127,19806.0
1,23061.0,18806.0,21370.0,19321.0,24132.0,15693.0,950.0,2418.0,1664.0,754.0,13511.0,1.0,15010.0,17428.0,667.0,602.0,684.0,2072.0,16172.0,939,1066.0,247.0,127.0,870.0,997.0,4827.0,47.0,18851.0,93128.0,15123.0,16905.0,0.0,0.0,0.0,17714.0,17758.0,149.0,2700.0,3061.0,165.0,1469675,764477,388752,360932,723076,16802.0
3,7926.0,4951.0,6005.0,6787.0,7926.0,4359.0,206.0,1824.0,121.0,1703.0,3088.0,1054.0,3344.0,5168.0,66.0,0.0,113.0,750.0,5074.0,947,384.0,82.0,67.0,325.0,392.0,1643.0,7.0,23721.0,138039.0,2987.0,6234.0,48.0,25.0,13.0,5963.0,5963.0,0.0,81.0,367.0,62.0,3075206,1970437,946398,485051,1652423,5074.0
3,57792.0,53039.0,56748.0,57755.0,57921.0,27277.0,1293.0,2574.0,2096.0,478.0,26448.0,6468.0,40719.0,43293.0,2431.0,7676.0,874.0,4480.0,35860.0,964,2115.0,611.0,75.0,2536.0,2611.0,8615.0,190.0,50375.0,177309.0,34067.0,51640.0,12.0,10.0,62.0,51215.0,51783.0,12.0,3824.0,3655.0,271.0,3075206,1970437,946398,485051,1652423,42748.0
