Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons,Total Number of reported live births
8,1580,610,326,635,363,114.0,0.0,454,423,31,744,270.0,744,1198,79.0,0.0,16.0,17.0,1100.0,946,41.0,41,0.0,52.0,52.0,388,0.0,1135,11995,535.0,1305,1196,1128,1055,920,657,0.0,137.0,470.0,1.0,138256,105873,49769,38052,55894,1195
1,22854,13010,7901,6861,5436,5298.0,311.0,932,823,109,5075,3784.0,7357,8289,800.0,929.0,202.0,596.0,6382.0,990,1140.0,132,5.0,494.0,499.0,179,563.0,5624,21063,6416.0,10160,8711,7785,7311,7203,7203,0.0,10031.0,30759.0,68.0,402672,306300,135269,34832,234421,8152
2,4895,1411,2395,1880,613,478.0,7.0,230,189,41,2246,965.0,2678,2908,353.0,98.0,42.0,46.0,2437.0,929,843.0,127,0.0,256.0,256.0,363,417.0,3516,31555,3163.0,3679,3278,3161,3007,2876,2819,0.0,2346.0,4209.0,12.0,256511,197883,95291,14139,147144,2870
3,1570,523,561,635,329,438.0,7.0,332,237,95,898,581.0,941,1273,148.0,38.0,17.0,36.0,1244.0,890,154.0,81,2.0,124.0,126.0,260,7.0,1194,25603,1159.0,1510,1496,1388,1311,1249,1201,0.0,449.0,1499.0,10.0,184610,155120,80714,17104,87418,1257
4,3617,1339,598,1687,1399,422.0,7.0,798,649,149,1192,964.0,1192,1990,26.0,0.0,36.0,84.0,1936.0,889,20.0,20,0.0,62.0,62.0,683,0.0,1497,4397,1481.0,2465,2423,2116,1880,1679,1557,0.0,106.0,624.0,3.0,247223,129125,104032,51608,95617,1955
5,1959,966,755,975,1695,19.0,0.0,820,779,41,680,371.0,680,1500,25.0,0.0,13.0,13.0,1418.0,898,9.0,9,0.0,108.0,108.0,312,0.0,2160,9439,1498.0,1870,1813,1735,1663,1489,1252,0.0,48.0,796.0,2.0,168282,112886,65629,17535,85144,1490
6,2299,654,769,1231,1263,219.0,1.0,629,212,417,1131,910.0,1186,1815,52.0,0.0,28.0,14.0,1669.0,980,62.0,69,0.0,127.0,127.0,169,0.0,1053,5877,1420.0,2134,2072,1915,1717,1505,1112,0.0,223.0,624.0,3.0,157141,103367,58557,23714,76326,1794
7,2066,805,693,862,1422,219.0,1.0,190,184,6,785,729.0,785,975,87.0,0.0,0.0,21.0,957.0,990,125.0,125,0.0,87.0,87.0,91,0.0,835,9442,1273.0,1542,1581,1531,1451,1346,1279,0.0,168.0,725.0,0.0,167910,133442,68369,19044,83380,975
8,1376,578,353,585,402,50.0,0.0,377,360,17,740,242.0,740,1117,113.0,0.0,9.0,13.0,991.0,847,15.0,14,0.0,15.0,15.0,307,0.0,1000,11971,589.0,1170,1191,1064,977,973,769,0.0,136.0,614.0,0.0,137022,107402,49963,42796,53376,1110
1,24065,10437,8068,6218,6461,4991.0,181.0,865,750,115,4980,3744.0,8266,9131,789.0,1174.0,208.0,604.0,6369.0,894,1454.0,174,16.0,647.0,663.0,206,558.0,6532,23104,6268.0,10084,6630,6534,6541,6952,6952,0.0,7303.0,24792.0,89.0,410955,316346,139868,37029,236788,8303
2,8040,1101,3483,1668,468,319.0,0.0,215,163,52,2171,1334.0,2595,2810,325.0,94.0,29.0,23.0,1401.0,869,1160.0,152,1.0,254.0,255.0,368,608.0,4532,39016,3081.0,3549,2326,2434,2534,2825,2664,0.0,3699.0,4551.0,12.0,252795,198015,93958,13738,145190,2786
3,1803,688,527,680,209,427.0,16.0,280,224,56,899,582.0,925,1205,198.0,17.0,16.0,32.0,1180.0,1007,230.0,198,0.0,212.0,212.0,280,0.0,846,19459,1008.0,1318,1223,1301,1334,1293,1265,0.0,661.0,1713.0,11.0,181388,153689,80604,16509,85161,1190
4,3262,1368,470,1528,920,479.0,7.0,744,523,221,1266,1005.0,1266,2010,39.0,0.0,30.0,43.0,1973.0,867,52.0,52,0.0,27.0,27.0,504,0.0,1379,4184,1790.0,2794,2621,2408,2186,1692,1691,0.0,190.0,624.0,1.0,246220,132457,103718,54985,93395,1981
5,1717,606,765,933,1281,80.0,1.0,658,599,59,683,368.0,683,1341,30.0,0.0,9.0,6.0,1283.0,867,9.0,9,1.0,127.0,128.0,239,0.0,1854,5056,1495.0,1613,1498,1515,1515,1586,1477,0.0,133.0,891.0,2.0,169936,115319,66304,17847,85822,1337
6,2612,672,585,1340,978,360.0,5.0,638,177,461,1095,871.0,1166,1804,49.0,0.0,22.0,16.0,1723.0,864,73.0,73,0.0,157.0,157.0,228,0.0,1271,5096,1435.0,2550,2274,2296,2210,1872,1515,0.0,209.0,545.0,5.0,145834,99042,54280,23415,70119,1788
7,2202,957,551,558,1736,13.0,0.0,184,139,45,688,555.0,688,872,61.0,0.0,1.0,5.0,847.0,1045,114.0,114,0.0,54.0,54.0,127,0.0,1608,7069,950.0,1353,1080,1142,1152,1068,1030,0.0,184.0,747.0,0.0,168436,135234,70069,20668,81917,871
