Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons,Total Number of reported live births
11,58085.0,47406.0,50897.0,57390.0,18574.0,31842.0,1790.0,93.0,28.0,65.0,33442.0,0.0,50830.0,50923.0,1665.0,0.0,587.0,4564.0,0.0,973.0,3176.0,1115.0,86.0,15455.0,15541.0,11030.0,1574.0,62656.0,498482.0,53358.0,53250.0,53198.0,52544.0,53173.0,51679.0,51414.0,0.0,3140.0,28592.0,767.0,2892222,2111338,1101531,167041,1622918,51829.0
12,26878.0,18868.0,22739.0,27382.0,5252.0,11392.0,467.0,23.0,13.0,10.0,14660.0,0.0,23206.0,23229.0,3225.0,0.0,346.0,1812.0,0.0,959.0,1395.0,159.0,136.0,4619.0,4755.0,6232.0,110.0,34946.0,180559.0,23396.0,24491.0,24672.0,24487.0,24290.0,23768.0,22179.0,0.0,8303.0,40537.0,375.0,1577058,1143558,480987,162052,931546,22871.0
13,25312.0,19420.0,21137.0,24491.0,19360.0,22609.0,1174.0,277.0,51.0,226.0,13998.0,0.0,22080.0,22357.0,1966.0,0.0,328.0,2023.0,0.0,918.0,1231.0,504.0,129.0,7682.0,7811.0,7438.0,105.0,41552.0,388995.0,21879.0,21967.0,22660.0,22449.0,22324.0,21578.0,21558.0,0.0,5033.0,21445.0,336.0,1653075,1086778,818077,62622,770531,22029.0
14,24114.0,16597.0,16918.0,22560.0,15193.0,18458.0,617.0,43.0,32.0,11.0,13078.0,0.0,20428.0,20471.0,1000.0,0.0,346.0,2723.0,0.0,908.0,1706.0,190.0,32.0,3538.0,3570.0,5602.0,3.0,37966.0,123301.0,20141.0,20138.0,21005.0,20818.0,20611.0,19231.0,18289.0,0.0,3671.0,29005.0,347.0,542723,346328,244878,44166,253622,20336.0
15,30862.0,21522.0,22413.0,28970.0,22416.0,23198.0,2990.0,18.0,4.0,14.0,18997.0,0.0,26313.0,26331.0,3608.0,0.0,370.0,2449.0,0.0,959.0,1361.0,257.0,61.0,6602.0,6663.0,6495.0,180.0,24170.0,264432.0,26215.0,26502.0,26567.0,26056.0,26439.0,25347.0,23317.0,0.0,10214.0,30690.0,327.0,1568989,1045229,605056,128869,833317,25000.0
16,25541.0,16614.0,23231.0,24682.0,18834.0,16093.0,819.0,17.0,9.0,8.0,12588.0,0.0,22766.0,22783.0,2077.0,0.0,344.0,3061.0,0.0,973.0,1739.0,467.0,60.0,6038.0,6098.0,5783.0,460.0,20508.0,254303.0,22059.0,22494.0,22644.0,22633.0,22751.0,21955.0,17617.0,0.0,9066.0,23573.0,282.0,1301397,906398,469698,106986,724396,22551.0
17,65029.0,48580.0,51327.0,64025.0,29277.0,46440.0,1154.0,424.0,193.0,231.0,35208.0,0.0,58738.0,59162.0,1244.0,0.0,666.0,5837.0,0.0,921.0,4682.0,358.0,63.0,18920.0,18983.0,11737.0,92.0,80685.0,495230.0,52486.0,52616.0,51570.0,50818.0,50832.0,46985.0,46810.0,0.0,2287.0,33738.0,800.0,3335257,2103986,1470737,144462,1716796,58496.0
18,24783.0,17163.0,17346.0,24675.0,13090.0,20631.0,536.0,16.0,1.0,15.0,13806.0,0.0,22409.0,22425.0,2283.0,0.0,196.0,1587.0,0.0,976.0,1018.0,355.0,99.0,6716.0,6815.0,7556.0,229.0,36975.0,268060.0,22288.0,22433.0,22120.0,21734.0,22351.0,22106.0,22045.0,0.0,7557.0,26143.0,339.0,1281103,887004,444488,140627,694882,20379.0
19,44951.0,35853.0,36928.0,44983.0,29870.0,37497.0,672.0,25.0,18.0,7.0,26214.0,0.0,40649.0,40674.0,2643.0,0.0,421.0,3386.0,0.0,1003.0,3097.0,536.0,139.0,12684.0,12823.0,14632.0,647.0,84406.0,336340.0,40338.0,40600.0,40809.0,40585.0,40656.0,39747.0,38442.0,0.0,10669.0,56881.0,502.0,2347318,1690110,808195,141802,1396995,40239.0
20,21480.0,14060.0,11937.0,21180.0,14289.0,16274.0,438.0,107.0,15.0,92.0,14287.0,0.0,19323.0,19430.0,1832.0,0.0,252.0,2118.0,0.0,928.0,578.0,530.0,23.0,7195.0,7218.0,4780.0,140.0,27499.0,206055.0,19365.0,19370.0,19537.0,19313.0,19126.0,17170.0,17122.0,0.0,4662.0,14774.0,260.0,1198221,812593,512843,56288,628959,19180.0
21,11549.0,9744.0,11365.0,11491.0,10567.0,7474.0,97.0,92.0,42.0,50.0,5706.0,0.0,9848.0,9940.0,1199.0,0.0,973.0,1726.0,0.0,1016.0,676.0,13.0,62.0,3081.0,3143.0,3067.0,533.0,10782.0,129765.0,10159.0,10240.0,10458.0,10407.0,10362.0,10098.0,9354.0,0.0,2935.0,8700.0,144.0,743318,560927,316239,31714,395132,9477.0
22,56289.0,42319.0,46888.0,56507.0,19528.0,30809.0,1501.0,167.0,61.0,106.0,38533.0,0.0,51046.0,51213.0,2005.0,0.0,480.0,5141.0,0.0,947.0,2426.0,149.0,15.0,11398.0,11413.0,9802.0,573.0,59605.0,425234.0,51215.0,50511.0,51881.0,51797.0,51552.0,51709.0,51578.0,0.0,5610.0,25635.0,454.0,3404603,2473793,1112520,253949,2036099,50821.0
23,22404.0,17077.0,15563.0,22920.0,17947.0,17436.0,518.0,1.0,1.0,0.0,13939.0,0.0,20135.0,20136.0,1171.0,0.0,194.0,571.0,0.0,976.0,1166.0,152.0,130.0,5131.0,5261.0,7316.0,200.0,25941.0,199035.0,19884.0,20073.0,20299.0,20127.0,20294.0,19424.0,14588.0,0.0,4354.0,24486.0,236.0,1235056,895948,404613,120117,710104,18287.0
