Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons,Total Number of reported live births
8,13039.0,6803.0,3027.0,3693.0,2812.0,1468.0,19.0,1034.0,696.0,338.0,1258.0,1271.0,1258.0,2292.0,0.0,0.0,13.0,33.0,2080.0,975,1024.0,955.0,0.0,0.0,0.0,757.0,0.0,6656.0,10795.0,670.0,8475.0,8259.0,7843.0,7272.0,6688.0,6228.0,2.0,0.0,7093.0,1.0,428456,277146,135846,61507,231298,2283.0
9,4378.0,1739.0,1297.0,1343.0,1408.0,575.0,28.0,941.0,554.0,387.0,172.0,162.0,964.0,1905.0,0.0,141.0,15.0,58.0,1113.0,953,46.0,8.0,2.0,46.0,48.0,76.0,47.0,592.0,2263.0,492.0,2581.0,2665.0,2427.0,2194.0,1533.0,1469.0,0.0,207.0,2169.0,6.0,188990,135046,69595,20822,98574,1900.0
1,5333.0,3973.0,2780.0,3683.0,1064.0,1234.0,0.0,296.0,183.0,113.0,958.0,915.0,958.0,1254.0,34.0,0.0,7.0,40.0,1243.0,934,463.0,444.0,23.0,18.0,41.0,545.0,0.0,8369.0,34996.0,773.0,4621.0,4738.0,4573.0,4229.0,4070.0,3978.0,0.0,0.0,0.0,5.0,243673,164874,81455,33389,129298,1253.0
2,2852.0,1326.0,1006.0,1474.0,1185.0,27.0,5.0,944.0,498.0,446.0,318.0,303.0,318.0,1262.0,2.0,0.0,5.0,12.0,1032.0,976,18.0,13.0,0.0,0.0,0.0,282.0,0.0,2388.0,5359.0,31.0,1940.0,2071.0,1921.0,1804.0,1754.0,1681.0,0.0,0.0,323.0,0.0,149994,98847,57044,24509,68808,1304.0
3,8493.0,5176.0,4637.0,2908.0,2741.0,2074.0,19.0,799.0,416.0,383.0,2619.0,2238.0,4107.0,4906.0,303.0,451.0,15.0,147.0,4776.0,989,316.0,117.0,5.0,102.0,107.0,330.0,68.0,1341.0,12716.0,2479.0,4947.0,5516.0,5200.0,4991.0,4419.0,4276.0,0.0,1965.0,2845.0,8.0,284460,209836,93847,34088,156547,4891.0
4,11230.0,5621.0,3639.0,5171.0,4202.0,519.0,13.0,373.0,246.0,127.0,4871.0,4453.0,5012.0,5385.0,411.0,41.0,15.0,71.0,4748.0,761,501.0,414.0,50.0,96.0,146.0,865.0,0.0,4456.0,18020.0,2109.0,8518.0,8554.0,8339.0,8088.0,7319.0,6762.0,0.0,471.0,1241.0,2.0,469455,340477,154650,49343,266185,5370.0
5,28871.0,16072.0,22529.0,5827.0,2385.0,842.0,2.0,296.0,56.0,240.0,12582.0,8445.0,16957.0,17253.0,3931.0,2941.0,145.0,1027.0,10330.0,931,2578.0,733.0,34.0,387.0,421.0,849.0,1.0,2570.0,19519.0,1208.0,12369.0,11388.0,11387.0,10832.0,10241.0,8588.0,0.0,7443.0,3470.0,1.0,534116,411297,174570,47058,312910,17271.0
6,9194.0,3537.0,3469.0,5528.0,3257.0,413.0,24.0,3987.0,2414.0,1573.0,1231.0,1061.0,1313.0,5300.0,0.0,0.0,20.0,13.0,5202.0,957,56.0,66.0,0.0,0.0,0.0,415.0,0.0,4089.0,16481.0,931.0,7282.0,7768.0,7427.0,7113.0,6694.0,6591.0,0.0,210.0,1352.0,6.0,0,0,0,0,0,5295.0
7,3221.0,1556.0,1260.0,1406.0,1148.0,127.0,1.0,730.0,225.0,505.0,540.0,381.0,540.0,1270.0,10.0,0.0,16.0,13.0,1063.0,937,68.0,39.0,0.0,32.0,32.0,594.0,0.0,517.0,11908.0,350.0,2244.0,2393.0,2128.0,1930.0,1767.0,1537.0,0.0,60.0,236.0,2.0,147338,92138,58915,16807,72010,1261.0
8,14976.0,6886.0,4041.0,4526.0,3237.0,1884.0,13.0,984.0,626.0,358.0,1761.0,1548.0,1761.0,2745.0,88.0,0.0,7.0,55.0,2631.0,920,854.0,838.0,11.0,13.0,24.0,694.0,0.0,5385.0,12405.0,1274.0,8854.0,8653.0,8375.0,7568.0,7531.0,7052.0,15.0,92.0,6914.0,2.0,434839,285218,138309,61126,235836,2738.0
