Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons,Total Number of reported live births
9,21361,6369,21579,20252,17703,6414.0,86.0,850,316,534,16430,14889.0,17215,18065,1293,52.0,395,3393,16831.0,894,1420,776,7.0,5094,5101,4773,0.0,74227,427917,7869,18925,20104,20466,20773,21356,20796,3796.0,1601.0,14927.0,146.0,1206194,851842,278933,166534,762136,17750
10,13526,4698,10812,11697,10177,4140.0,10.0,4255,601,3654,6544,3118.0,7290,11545,744,0.0,214,1348,11013.0,937,212,92,60.0,2365,2425,832,0.0,14659,112679,5379,11947,11901,11897,11907,11677,11415,1276.0,668.0,1173.0,100.0,584071,273272,169437,126780,288297,11357
11,68798,15201,57093,55130,52380,13553.0,14.0,2473,464,2009,52944,37361.0,55244,57717,3671,222.0,1237,14381,53989.0,917,966,450,105.0,10202,10307,6363,0.0,207375,1104679,37649,56902,59526,60905,61101,58129,54684,2710.0,4416.0,34105.0,56.0,3568153,2278125,909273,613906,2045373,59573
12,17847,5230,16721,17237,15480,2117.0,48.0,423,134,289,16744,15000.0,16744,17167,1357,0.0,301,2227,16818.0,887,888,552,8.0,2757,2765,3715,0.0,81744,507801,12088,18760,17205,17266,17321,16972,16758,220.0,1016.0,9572.0,140.0,1145225,905752,294795,117191,733891,16958
13,33027,13506,31684,31721,26664,1665.0,4.0,1067,60,1007,25451,19319.0,25451,26518,600,0.0,473,3318,24213.0,940,690,515,10.0,5995,6005,6607,0.0,111539,522993,22434,32262,32477,33192,33229,33558,33557,4325.0,357.0,4504.0,481.0,1848821,1323194,414134,150233,1285102,26166
14,8911,3354,8377,8335,7854,3925.0,90.0,389,62,327,5781,4895.0,6542,6931,455,256.0,79,1308,6789.0,978,135,129,10.0,1745,1755,2028,10.0,39368,229014,7867,8460,9025,9157,9160,9355,9321,225.0,197.0,127.0,121.0,586989,416580,176538,77884,332988,6882
15,31274,19552,28494,28267,22849,9127.0,589.0,7306,1042,6264,19236,14777.0,19236,26542,1437,0.0,935,4699,24142.0,947,1226,45,110.0,5591,5701,4044,0.0,69756,301045,10418,28920,29378,29709,29660,30413,30358,4582.0,1562.0,3615.0,959.0,1603285,838627,376231,392494,836876,25881
16,16035,6781,14563,15295,12984,7984.0,126.0,3736,855,2881,12135,9296.0,12135,15871,324,0.0,671,3595,14852.0,954,711,447,39.0,1699,1738,2467,0.0,39385,256454,10417,14947,15791,15939,15941,15933,15815,6.0,887.0,2943.0,273.0,742189,414324,166236,195323,381537,15386
17,24269,11373,20818,21983,18985,2092.0,0.0,634,96,538,18314,10885.0,19206,19840,703,513.0,328,3041,18621.0,933,1909,1235,18.0,4677,4695,5670,0.0,97168,668330,10962,22860,24070,24193,24053,24057,24013,513.0,1777.0,9957.0,178.0,1454980,1114584,325284,150875,979658,19652
18,36977,18235,35663,34178,28838,13276.0,58.0,5554,401,5153,25873,21720.0,25873,31427,1302,0.0,818,4496,29829.0,972,2010,931,33.0,6732,6765,5786,0.0,93765,257660,14685,34489,35558,36614,36898,38105,37973,663.0,1689.0,3545.0,688.0,1827644,1084406,447531,335893,1045171,30444
19,33098,19036,26018,29786,24006,3569.0,39.0,570,67,503,22457,16567.0,22732,23302,1387,0.0,291,4035,22668.0,916,2945,2545,30.0,8642,8672,5947,0.0,112069,505477,22991,42518,32271,32695,32985,33047,31956,1391.0,1484.0,10280.0,185.0,2292980,1801227,650301,168094,1476202,23348
20,30025,9504,25204,27693,22335,8601.0,256.0,10904,913,9991,16986,9519.0,17190,28094,870,0.0,983,6103,24453.0,958,706,200,650.0,5472,6122,4960,0.0,46134,152578,13440,29023,28740,29091,29260,28492,27690,403.0,1449.0,1045.0,850.0,1401306,596274,401048,306397,694347,27325
21,15778,7532,13979,15031,13006,6580.0,95.0,6564,316,6248,8944,2975.0,8944,15508,405,0.0,663,2748,13020.0,973,803,417,61.0,3408,3469,1892,0.0,23362,121079,6551,15332,15010,14942,14707,14811,13375,4081.0,22.0,929.0,440.0,625310,261397,181725,136224,307551,15009
22,47199,26852,43688,45045,33056,25352.0,505.0,4163,75,4088,41213,29106.0,41213,45376,2588,0.0,1168,9932,43847.0,953,3197,2133,555.0,9336,9891,9043,0.0,162254,598921,24819,47003,46127,47411,48294,48762,48178,502.0,3088.0,9200.0,1312.0,2551455,1418194,541835,709786,1306712,44515
23,28741,9985,24958,26091,22433,9969.0,129.0,8256,453,7803,17905,16907.0,18738,26994,307,362.0,1189,6299,25507.0,953,787,0,101.0,4334,4435,2770,12.0,43442,234908,7120,26168,26929,27409,27442,27340,26838,2714.0,680.0,2213.0,835.0,1242399,494627,280588,342344,620054,26069
24,17223,10644,14274,16529,13953,5654.0,19.0,582,74,508,12181,9652.0,12181,12763,560,0.0,258,1078,11901.0,823,831,292,4.0,3421,3425,4603,0.0,41860,110698,9972,15567,15844,16087,16387,16275,15824,2252.0,903.0,4981.0,181.0,973210,706617,231557,118397,623595,12569
25,14517,6934,13240,13347,11757,8432.0,27.0,3031,453,2578,10385,9543.0,11414,14445,458,497.0,531,2562,12710.0,971,425,132,0.0,1983,1983,1794,0.0,21232,88140,7501,15049,13844,14401,14254,14090,13517,1243.0,1147.0,1928.0,639.0,618981,313740,153869,158579,306870,14102
26,27806,12596,24998,25689,20972,4791.0,0.0,1170,825,345,15489,12025.0,15489,16659,1215,0.0,314,1577,15279.0,912,1100,827,10.0,6693,6703,7757,0.0,107828,724789,13655,22358,26307,26843,27343,26222,25342,183.0,1277.0,4940.0,140.0,1719689,1322251,459066,185355,1079577,16433
27,22268,9644,18986,20298,15028,25288.0,428.0,7959,320,7639,10676,7286.0,12629,20588,357,465.0,758,5105,17699.0,972,779,156,301.0,3370,3671,1406,27.0,18975,47751,10422,20998,19468,19362,19442,19701,19364,693.0,2068.0,2903.0,585.0,982772,428549,225716,250872,508252,20040
28,17648,10292,16653,17285,14555,5196.0,94.0,812,31,781,18484,10111.0,18484,19296,3143,0.0,632,5354,15663.0,972,508,335,8.0,3306,3314,2217,0.0,33749,56771,15680,22030,20197,20597,20720,19577,19207,1838.0,5370.0,7915.0,215.0,1052280,721924,342873,172298,537404,18540
