Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons,Total Number of reported live births
4,75879.0,23124.0,39129.0,20041.0,54813.0,39763.0,1703.0,1622.0,34.0,1588.0,8088.0,5425.0,8372.0,9994.0,396.0,153.0,146.0,2037.0,8472.0,884,1692.0,457.0,2.0,339.0,341.0,2920.0,85.0,25137.0,855254.0,10231.0,20640.0,26503.0,25209.0,23939.0,22058.0,22355.0,0.0,3463.0,22005.0,47.0,899390,697540,287773,12984,598640,10553.0
5,53456.0,10479.0,30942.0,13169.0,29980.0,7790.0,321.0,431.0,4.0,427.0,4115.0,2929.0,4827.0,5258.0,516.0,361.0,56.0,862.0,4574.0,944,652.0,80.0,4.0,48.0,52.0,1727.0,315.0,7908.0,439175.0,5008.0,12251.0,22049.0,20426.0,18832.0,17807.0,17491.0,17.0,3148.0,7288.0,2.0,2295457,1668205,640041,40048,1615456,5310.0
6,99109.0,33841.0,64721.0,29468.0,76768.0,38943.0,3634.0,673.0,26.0,647.0,28295.0,9211.0,31192.0,31865.0,6462.0,1384.0,690.0,8114.0,13699.0,897,2925.0,2188.0,101.0,4257.0,4358.0,5199.0,393.0,22858.0,1189417.0,28756.0,39383.0,32173.0,31499.0,28850.0,27268.0,25852.0,0.0,17242.0,24957.0,268.0,3747377,2797105,1165439,54073,2527937,31515.0
7,38706.0,12931.0,27372.0,14298.0,24345.0,9828.0,502.0,2319.0,564.0,1755.0,5592.0,4087.0,9172.0,11491.0,1410.0,1570.0,73.0,1954.0,9064.0,880,2636.0,857.0,84.0,1036.0,1120.0,3260.0,264.0,16555.0,629353.0,9428.0,17099.0,18792.0,18076.0,17521.0,17809.0,17102.0,11.0,9520.0,19190.0,13.0,2783368,2135696,883271,57216,1842984,11591.0
9,38863.0,13894.0,19540.0,14597.0,15784.0,13478.0,223.0,1716.0,442.0,1274.0,3471.0,1885.0,6196.0,7912.0,405.0,1492.0,49.0,1066.0,5612.0,877,1882.0,318.0,31.0,643.0,674.0,2285.0,429.0,24255.0,798509.0,6349.0,14738.0,21411.0,20570.0,19868.0,19554.0,17930.0,12.0,18576.0,7619.0,41.0,2355087,1851620,770884,46864,1537352,8026.0
9,59460.0,22560.0,26950.0,15931.0,32080.0,21915.0,1064.0,1630.0,213.0,1417.0,9375.0,6492.0,10161.0,11791.0,1596.0,378.0,148.0,1727.0,8981.0,855,1489.0,375.0,73.0,753.0,826.0,3731.0,300.0,15479.0,897338.0,10749.0,16029.0,22241.0,21870.0,21067.0,21010.0,19353.0,2.0,4805.0,3581.0,18.0,2355087,1851620,770884,46864,1537352,11697.0
10,119921.0,47530.0,63032.0,30183.0,74679.0,48229.0,3416.0,2665.0,439.0,2226.0,22926.0,14622.0,28378.0,31043.0,6237.0,3058.0,594.0,6223.0,20738.0,863,3389.0,1362.0,130.0,2352.0,2482.0,8231.0,510.0,26671.0,1331999.0,27641.0,40414.0,40407.0,39031.0,37886.0,36605.0,35394.0,9.0,28452.0,48250.0,184.0,2588874,2009989,856695,34729,1697539,29882.0
1,143126.0,28084.0,67510.0,30841.0,60369.0,29894.0,4374.0,1090.0,43.0,1047.0,33773.0,11169.0,43095.0,44185.0,7567.0,5179.0,928.0,9347.0,23344.0,910,5021.0,1523.0,959.0,3238.0,4197.0,5621.0,467.0,23415.0,923870.0,39262.0,41950.0,7948.0,9803.0,11670.0,27388.0,26317.0,1.0,64361.0,51662.0,561.0,570290,440654,192681,11578,366091,43743.0
2,46666.0,15101.0,16880.0,13865.0,15877.0,14998.0,511.0,710.0,136.0,574.0,6283.0,2767.0,9971.0,10681.0,1385.0,2276.0,80.0,1875.0,7316.0,927,2334.0,73.0,8.0,182.0,190.0,3613.0,804.0,10756.0,249766.0,9693.0,15726.0,10852.0,11184.0,11364.0,18649.0,18153.0,0.0,21466.0,40072.0,320.0,1763244,1418505,577220,25962,1160270,10658.0
3,70695.0,12682.0,42022.0,19947.0,37623.0,35952.0,1213.0,486.0,11.0,475.0,39677.0,17609.0,39891.0,40377.0,7832.0,111.0,1055.0,6328.0,31940.0,890,3103.0,1535.0,144.0,3208.0,3352.0,5011.0,38.0,22581.0,391856.0,38035.0,42188.0,10291.0,10389.0,10255.0,15025.0,13595.0,0.0,11934.0,6876.0,804.0,135561,111050,55002,3050,77632,39727.0
