Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons,Total Number of reported live births
27,99016.0,43446.0,64561.0,101901,72790.0,3276.0,272.0,21306.0,2643.0,18663.0,71338.0,64511.0,71338.0,92644.0,1425.0,0.0,1811.0,3021.0,87050.0,948,163.0,110.0,63.0,17439.0,17502.0,22264.0,0.0,33068.0,292350.0,87181.0,105638,79567,95341.0,104130,100608,100580.0,5.0,9489.0,25342.0,0.0,3518277,1616036,774600,455607,2315894,90948.0
28,69515.0,37136.0,60048.0,64626,17668.0,6039.0,14.0,5229.0,583.0,4646.0,28735.0,28447.0,28735.0,33964.0,2.0,0.0,535.0,2138.0,32484.0,935,5.0,0.0,162.0,9013.0,9175.0,13331.0,0.0,10798.0,33187.0,40837.0,63851,53694,60650.0,66167,62945,61470.0,20.0,6475.0,44811.0,0.0,3132376,2029898,541753,464922,2145397,33652.0
29,66146.0,28886.0,29990.0,49501,28854.0,3321.0,227.0,4353.0,659.0,3694.0,38281.0,24931.0,38281.0,42634.0,585.0,0.0,828.0,2815.0,40799.0,975,139.0,124.0,14.0,9342.0,9356.0,3349.0,43.0,4447.0,33496.0,41317.0,55264,40523,46783.0,49431,47451,45046.0,1.0,8252.0,38772.0,0.0,2037229,948711,349988,330636,1372060,42081.0
30,106856.0,46395.0,68600.0,99962,63525.0,12596.0,33.0,12543.0,1368.0,11175.0,86298.0,68360.0,86298.0,98841.0,209.0,0.0,1219.0,12273.0,94976.0,936,78.0,0.0,60.0,19231.0,19291.0,17204.0,0.0,40968.0,360303.0,87842.0,114513,85810,99458.0,105784,99512,95682.0,37.0,18685.0,71023.0,0.0,4562427,2542948,927589,529122,3124916,97932.0
31,82849.0,38274.0,62566.0,80611,55933.0,1516.0,372.0,17826.0,4927.0,12899.0,50559.0,44724.0,50559.0,68385.0,280.0,0.0,836.0,1234.0,66914.0,917,28.0,6.0,43.0,39294.0,39337.0,12090.0,4.0,33165.0,223943.0,66407.0,92007,71125,82210.0,87984,82422,82474.0,25.0,10804.0,80725.0,0.0,4191113,2484590,518875,634054,3090152,67740.0
32,15988.0,8800.0,10430.0,14839,9302.0,769.0,0.0,1939.0,1656.0,283.0,12810.0,4807.0,12810.0,14749.0,180.0,0.0,232.0,1681.0,14458.0,939,1.0,0.0,6.0,2221.0,2227.0,2561.0,0.0,1914.0,11032.0,13519.0,17330,11370,12627.0,13470,13173,13175.0,3.0,2810.0,12097.0,0.0,673946,380338,146967,91237,439488,14590.0
33,20418.0,10857.0,13526.0,18102,9165.0,11.0,0.0,6509.0,1582.0,4927.0,8924.0,8757.0,8924.0,15433.0,0.0,0.0,155.0,1877.0,15325.0,905,0.0,0.0,1.0,2278.0,2279.0,2357.0,0.0,5760.0,30619.0,16041.0,21024,16070,18528.0,19311,17952,17574.0,8.0,1934.0,3940.0,0.0,705345,347378,139169,107220,469194,15338.0
34,93647.0,49743.0,65223.0,79847,25011.0,12705.0,333.0,14845.0,2164.0,12681.0,45580.0,44804.0,45580.0,60425.0,285.0,0.0,1203.0,7168.0,55295.0,961,68.0,37.0,131.0,11168.0,11299.0,16285.0,0.0,29715.0,139001.0,45466.0,94179,68490,76678.0,79195,75640,73569.0,22.0,11196.0,79931.0,0.0,3683418,1701503,765918,478495,2476778,59948.0
35,86658.0,46413.0,68636.0,80147,55871.0,27695.0,38.0,13718.0,5888.0,7830.0,40836.0,38440.0,40836.0,54554.0,176.0,0.0,835.0,1240.0,52448.0,915,657.0,3.0,34.0,8670.0,8704.0,23298.0,63.0,44509.0,426041.0,50833.0,75864,61300,69793.0,76595,70231,69700.0,10335.0,5462.0,21202.0,0.0,3541248,2273735,448216,591633,2538390,54166.0
36,63114.0,30124.0,36411.0,60012,38780.0,17423.0,87.0,9685.0,1104.0,8581.0,44219.0,39133.0,44219.0,53904.0,253.0,0.0,825.0,2861.0,51664.0,979,67.0,3.0,374.0,13900.0,14274.0,5490.0,0.0,11010.0,76546.0,49486.0,64698,44769,50561.0,52093,51326,48644.0,28.0,14225.0,46237.0,0.0,2404110,1277801,457655,499069,1477237,53270.0
37,90639.0,44841.0,58172.0,85218,57317.0,13794.0,33.0,7173.0,1268.0,5905.0,59210.0,57451.0,59210.0,66383.0,481.0,0.0,611.0,1908.0,63253.0,915,201.0,176.0,121.0,17955.0,18076.0,11700.0,0.0,38179.0,292911.0,68255.0,87674,65655,77093.0,81736,76376,74916.0,74.0,16494.0,64736.0,0.0,3768683,2280717,746005,434775,2608087,65957.0
1,87608.0,48225.0,51838.0,78759,69937.0,18778.0,3342.0,21112.0,1491.0,19621.0,51051.0,48016.0,60268.0,81380.0,192.0,79.0,1188.0,11920.0,79247.0,948,77.0,0.0,7.0,9886.0,9893.0,5771.0,289.0,31314.0,155951.0,63147.0,96780,130,3357.0,9138,81731,75161.0,374.0,8964.0,22301.0,6.0,3125062,1586570,712634,483367,1954737,81392.0
2,65775.0,51261.0,51219.0,53411,37195.0,14310.0,324.0,17902.0,4871.0,13031.0,33117.0,32448.0,33934.0,51836.0,252.0,252.0,578.0,3443.0,49810.0,936,65.0,13.0,115.0,14333.0,14448.0,17812.0,127.0,19675.0,119311.0,45901.0,59816,88,1238.0,3312,59478,59322.0,25.0,11681.0,37723.0,28.0,2787676,1765747,481853,455914,1872168,51678.0
3,56157.0,30064.0,44016.0,52498,42769.0,77520.0,70.0,5917.0,384.0,5533.0,34815.0,31255.0,35327.0,41244.0,123.0,193.0,747.0,3130.0,39320.0,933,446.0,76.0,25.0,10565.0,10590.0,8070.0,37.0,16512.0,65601.0,35851.0,49643,45,1049.0,3714,52671,50776.0,28.0,10896.0,25777.0,117.0,2235226,1211272,362189,492938,1403484,40150.0
4,82849.0,63670.0,59090.0,72540,80810.0,2570.0,18.0,7690.0,3030.0,4660.0,55113.0,54231.0,58369.0,66059.0,48.0,866.0,762.0,2228.0,67680.0,927,163.0,25.0,82.0,20277.0,20359.0,13600.0,0.0,25024.0,110618.0,64658.0,76253,113,2655.0,6214,76067,75697.0,0.0,206.0,6288.0,0.0,3262792,1927233,600109,455647,2234578,71703.0
5,79425.0,34872.0,50662.0,73959,27337.0,31882.0,534.0,11602.0,1906.0,9696.0,51770.0,41259.0,55345.0,66947.0,1649.0,466.0,1174.0,3574.0,59221.0,920,353.0,200.0,99.0,12731.0,12830.0,7796.0,399.0,24933.0,130042.0,54102.0,79303,230,1620.0,5778,76067,73392.0,40.0,15197.0,42103.0,694.0,3325235,1912105,516552,547262,2288715,61718.0
