Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons,Total Number of reported live births
10,42088,21443.0,34624,33400,44829,17434.0,215.0,4707,1737.0,2970,25301,23562.0,31905,36612,1652.0,1399.0,542,3480,35520.0,878,664.0,124.0,25.0,6072,6097,2960,57.0,41481,202237,25831,38091,99,114,447,37609,36789,79.0,1657.0,2714.0,101.0,1513675,986063,256525,369285,920095,36479
11,19678,8488.0,16536,17331,13304,7590.0,169.0,126,39.0,87,12367,11960.0,16905,17031,413.0,2220.0,303,750,16184.0,855,394.0,127.0,23.0,4577,4600,1777,0.0,17743,123611,11376,19005,77,88,196,17069,16393,29.0,467.0,162.0,18.0,857787,535191,164052,150449,545704,16927
12,14809,6392.0,12758,11242,11831,11157.0,344.0,395,136.0,259,9149,6073.0,10396,10791,230.0,500.0,232,1715,10526.0,967,411.0,110.0,97.0,900,997,3050,0.0,25275,141710,8221,11395,227,162,199,12790,12747,325.0,446.0,763.0,51.0,519763,334331,104058,177727,256605,10651
13,31739,11315.0,25455,24778,21722,5220.0,209.0,4504,593.0,3911,14172,12735.0,17578,22082,64.0,483.0,392,1169,21253.0,922,223.0,50.0,76.0,1327,1403,4035,0.0,27313,133827,12450,22306,1,0,0,25578,24756,26.0,53.0,1175.0,16.0,0,0,0,0,0,21891
14,65441,35367.0,46773,42535,52601,16496.0,693.0,3950,2151.0,1799,31209,27648.0,45374,49324,856.0,4322.0,636,1494,36587.0,931,157.0,209.0,114.0,30081,30195,4469,28.0,20323,84178,30298,48935,0,2,11,45648,44911,148.0,629.0,3171.0,22.0,1865171,1197271,226543,476600,1189457,48730
15,48505,15459.0,38641,37314,33312,20268.0,452.0,5133,1176.0,3957,29068,27851.0,31963,37096,100.0,596.0,678,2402,34346.0,944,1236.0,392.0,167.0,1398,1565,4786,16.0,52189,188226,20185,38249,34,24,28,41645,41122,205.0,236.0,3531.0,127.0,1275934,670250,274610,337420,672238,36922
16,54452,26685.0,44824,40787,30251,24226.0,2673.0,2055,259.0,1796,19307,15660.0,38881,40936,1806.0,5801.0,560,4486,36558.0,925,2156.0,381.0,154.0,2782,2936,5470,314.0,23410,114789,34064,43554,94,99,151,46565,46526,1117.0,10615.0,7717.0,164.0,2467215,1712084,571002,350313,1547850,41018
17,88543,31216.0,68297,69297,42431,22128.0,1021.0,3503,800.0,2703,40308,37887.0,60129,63632,4270.0,3918.0,408,3120,62805.0,927,1060.0,382.0,680.0,6624,7304,11713,1192.0,96696,363668,47066,77408,2043,1882,1866,76644,76320,796.0,36056.0,6696.0,146.0,2981077,2157320,758796,421187,1803871,63364
18,33861,19112.0,24813,29017,26477,14237.0,162.0,2811,629.0,2182,26928,10408.0,27993,30804,720.0,403.0,628,3523,28612.0,911,504.0,314.0,4.0,2879,2883,3436,80.0,14937,55125,17961,30029,80,72,171,28523,28218,99.0,2857.0,566.0,93.0,1281290,639669,347216,207275,730448,30492
1,56123,32888.0,46169,8939,32202,12101.0,139.0,2039,891.0,1148,18590,18152.0,45770,47809,179.0,1297.0,211,4536,44052.0,890,1693.0,198.0,142.0,7705,7847,2590,926.0,35114,126241,31777,50128,0,0,0,49696,49727,362.0,315.0,5787.0,223.0,2254569,1544706,409547,428477,1446542,47763
2,33233,11379.0,24305,10722,27784,6800.0,144.0,3200,1376.0,1824,21794,21685.0,21814,25014,4.0,0.0,208,1002,23023.0,928,72.0,61.0,43.0,2250,2293,3799,0.0,18188,78675,13755,23033,201,137,367,27617,27722,174.0,11.0,638.0,167.0,1230637,746672,199609,290901,758848,24916
3,42691,25020.0,30504,6266,33575,12694.0,106.0,2165,761.0,1404,26802,24885.0,32670,34835,321.0,2575.0,358,2042,33763.0,871,634.0,239.0,13.0,6215,6228,5229,164.0,24389,126077,24166,36075,0,0,0,33837,33593,10.0,374.0,5555.0,103.0,1730538,1087032,305510,350505,1092710,34596
4,72035,23307.0,64502,10845,33156,5331.0,94.0,2057,626.0,1431,15734,13551.0,57338,59395,1448.0,6741.0,347,2119,42629.0,946,547.0,42.0,17.0,4772,4789,1771,55.0,33335,70924,34414,60779,120,95,187,66486,66420,261.0,1726.0,1724.0,26.0,2873202,1994382,582065,414582,1907288,59177
5,39625,28151.0,31813,6432,22903,19901.0,37.0,504,182.0,322,25446,23784.0,28171,28675,81.0,703.0,429,2412,27865.0,943,1877.0,72.0,10.0,2377,2387,4727,68.0,21802,92313,19932,30747,11,0,1,32479,32348,677.0,14.0,3000.0,317.0,1112828,661590,157596,444350,567251,28409
6,47248,22823.0,35349,8131,43579,10762.0,69.0,861,58.0,803,34133,31491.0,34284,35145,383.0,0.0,664,2043,34139.0,910,89.0,78.0,24.0,9593,9617,2594,0.0,14223,56751,18789,32348,239,177,161,32773,32567,0.0,1083.0,6329.0,42.0,1532150,1008481,148296,654238,833098,35218
7,64795,22304.0,53215,8571,58494,21950.0,47.0,4631,2445.0,2186,36932,36403.0,51139,55770,244.0,5440.0,521,1706,42688.0,863,438.0,92.0,55.0,9998,10053,6723,2.0,32252,170760,23234,61633,148,53,31,59040,58077,282.0,226.0,9209.0,95.0,2841331,1829612,463208,959631,1507220,56181
8,38659,27407.0,32179,7628,34865,24894.0,95.0,191,111.0,80,31964,16929.0,32734,32925,487.0,292.0,563,1969,31625.0,966,201.0,143.0,141.0,3790,3931,6797,0.0,25842,153491,21023,32393,83,49,70,31507,31280,904.0,1706.0,4288.0,43.0,1504227,819823,233977,439217,856249,32608
9,30881,17674.0,22554,631,4895,27844.0,685.0,803,256.0,547,20191,19568.0,21591,22394,419.0,321.0,414,3073,21013.0,959,1731.0,430.0,92.0,1368,1460,5047,47.0,35990,218007,17601,22629,0,0,0,27584,27520,69.0,117.0,3467.0,243.0,870416,554672,210202,206568,463848,22044
