"Table name
","Statecode
","Disttcode
",Areaname,Total/,Educational level,"Present age
",Total women ,Total ever married women,0,1,2,3,4,5,6,7+,P,M,F
F0324,24,477,District - Jamnagar,Urban,Total,50-54,20566,20145,1803,2174,4886,4706,3144,1653,884,895,59398,32640,26758
F0324,24,477,District - Jamnagar,Urban,Total,55-59,15575,15250,1476,1739,3132,3184,2533,1503,789,894,47116,25785,21331
F0324,24,477,District - Jamnagar,Urban,Total,60-64,14560,14167,1556,1541,2340,2547,2456,1598,997,1132,46747,25452,21295
F0324,24,477,District - Jamnagar,Urban,Total,65-69,10241,9931,1150,1078,1302,1511,1635,1280,847,1128,35282,18952,16330
F0324,24,477,District - Jamnagar,Urban,Total,70-74,7805,7625,907,861,892,997,1088,988,725,1167,28785,15397,13388
F0324,24,477,District - Jamnagar,Urban,Total,75-79,3985,3899,461,414,404,433,551,495,424,717,15573,8290,7283
F0324,24,477,District - Jamnagar,Urban,Total,80+,5989,5691,812,699,609,592,649,595,564,1171,22366,11958,10408
F0324,24,477,District - Jamnagar,Urban,Illiterate,All Ages,166304,93989,11808,10703,15778,18106,14994,9354,5844,7402,298193,159780,138413
F0324,24,477,District - Jamnagar,Urban,Illiterate,Less than 15,62235,274,146,24,104,0,0,0,0,0,232,135,97
F0324,24,477,District - Jamnagar,Urban,Illiterate,15-19,6714,1584,991,289,118,77,109,0,0,0,1192,638,554
F0324,24,477,District - Jamnagar,Urban,Illiterate,20-24,8772,6536,2281,2054,1375,525,179,59,13,50,7845,4086,3759
F0324,24,477,District - Jamnagar,Urban,Illiterate,25-29,9304,8492,1385,1516,2418,1930,803,247,99,94,17943,9358,8585
F0324,24,477,District - Jamnagar,Urban,Illiterate,30-34,10059,9551,1041,858,2145,2621,1703,694,308,181,26571,13792,12779
F0324,24,477,District - Jamnagar,Urban,Illiterate,35-39,10390,10052,789,800,1881,2674,1968,1077,502,361,31616,16535,15081
F0324,24,477,District - Jamnagar,Urban,Illiterate,40-44,10360,10117,756,777,1746,2444,2073,1149,647,525,33635,18043,15592
F0324,24,477,District - Jamnagar,Urban,Illiterate,45-49,9514,9341,616,778,1443,2147,1881,1146,657,673,32629,17648,14981
F0324,24,477,District - Jamnagar,Urban,Illiterate,50-54,8141,7973,632,658,1188,1626,1534,1008,634,693,28476,15654,12822
F0324,24,477,District - Jamnagar,Urban,Illiterate,55-59,6667,6570,554,615,891,1150,1214,901,549,696,24137,13311,10826
F0324,24,477,District - Jamnagar,Urban,Illiterate,60-64,7493,7363,786,695,919,1091,1283,978,703,908,27364,14970,12394
F0324,24,477,District - Jamnagar,Urban,Illiterate,65-69,5649,5538,573,540,572,717,888,779,580,889,21943,11802,10141
F0324,24,477,District - Jamnagar,Urban,Illiterate,70-74,4640,4548,493,476,447,507,613,609,502,901,18838,10107,8731
F0324,24,477,District - Jamnagar,Urban,Illiterate,75-79,2189,2150,247,192,170,211,286,273,246,525,9463,5014,4449
F0324,24,477,District - Jamnagar,Urban,Illiterate,80+,3786,3651,456,405,319,339,429,419,391,893,15676,8347,7329
F0324,24,477,District - Jamnagar,Urban,Literate,All Ages,300657,185890,36273,40435,55710,28958,13612,5658,2573,2671,358014,192665,165349
F0324,24,477,District - Jamnagar,Urban,Literate,Less than 15,59165,1175,833,116,226,0,0,0,0,0,568,318,250
F0324,24,477,District - Jamnagar,Urban,Literate,15-19,38016,4812,3774,645,242,78,73,0,0,0,1655,882,773
F0324,24,477,District - Jamnagar,Urban,Literate,20-24,36793,21854,10639,7602,2710,557,178,50,28,90,16502,8702,7800
F0324,24,477,District - Jamnagar,Urban,Literate,25-29,34639,30556,7327,10829,8653,2635,723,160,59,170,41447,22081,19366
F0324,24,477,District - Jamnagar,Urban,Literate,30-34,29325,27952,3459,6483,11274,4410,1474,447,153,252,53340,28502,24838
F0324,24,477,District - Jamnagar,Urban,Literate,35-39,24825,24096,2410,4381,9975,4562,1831,578,193,166,50697,27107,23590
F0324,24,477,District - Jamnagar,Urban,Literate,40-44,20257,19752,1777,3014,7740,4390,1757,651,242,181,44813,24162,20651
F0324,24,477,District - Jamnagar,Urban,Literate,45-49,16610,16248,1490,2309,5700,3925,1742,613,262,207,38733,21162,17571
F0324,24,477,District - Jamnagar,Urban,Literate,50-54,12425,12172,1171,1516,3698,3080,1610,645,250,202,30922,16986,13936
F0324,24,477,District - Jamnagar,Urban,Literate,55-59,8908,8680,922,1124,2241,2034,1319,602,240,198,22979,12474,10505
F0324,24,477,District - Jamnagar,Urban,Literate,60-64,7067,6804,770,846,1421,1456,1173,620,294,224,19383,10482,8901
F0324,24,477,District - Jamnagar,Urban,Literate,65-69,4592,4393,577,538,730,794,747,501,267,239,13339,7150,6189
F0324,24,477,District - Jamnagar,Urban,Literate,70-74,3165,3077,414,385,445,490,475,379,223,266,9947,5290,4657
F0324,24,477,District - Jamnagar,Urban,Literate,75-79,1796,1749,214,222,234,222,265,222,178,192,6110,3276,2834
F0324,24,477,District - Jamnagar,Urban,Literate,80+,2203,2040,356,294,290,253,220,176,173,278,6690,3611,3079
F0324,24,477,District - Jamnagar,Urban,Literate but below primary,All Ages,53223,23072,3184,2995,4917,4866,3443,1806,928,933,63229,34023,29206
F0324,24,477,District - Jamnagar,Urban,Literate but below primary,Less than 15,26760,170,128,15,27,0,0,0,0,0,69,40,29
F0324,24,477,District - Jamnagar,Urban,Literate but below primary,15-19,2524,404,281,67,32,8,16,0,0,0,219,123,96
F0324,24,477,District - Jamnagar,Urban,Literate but below primary,20-24,2567,1837,682,646,339,108,40,5,1,16,1960,1053,907
F0324,24,477,District - Jamnagar,Urban,Literate but below primary,25-29,2589,2381,410,494,777,478,157,35,12,18,4506,2377,2129
F0324,24,477,District - Jamnagar,Urban,Literate but below primary,30-34,2697,2575,247,283,779,711,353,130,42,30,6530,3419,3111
F0324,24,477,District - Jamnagar,Urban,Literate but below primary,35-39,2524,2452,205,217,665,669,428,167,60,41,6776,3538,3238
F0324,24,477,District - Jamnagar,Urban,Literate but below primary,40-44,2359,2291,181,193,540,661,396,183,86,51,6673,3592,3081
F0324,24,477,District - Jamnagar,Urban,Literate but below primary,45-49,2048,2021,187,171,448,521,407,154,69,64,5934,3203,2731
F0324,24,477,District - Jamnagar,Urban,Literate but below primary,50-54,1882,1853,139,149,374,504,367,172,89,59,5758,3245,2513
F0324,24,477,District - Jamnagar,Urban,Literate but below primary,55-59,1604,1581,148,162,256,362,331,183,70,69,4969,2746,2223
F0324,24,477,District - Jamnagar,Urban,Literate but below primary,60-64,1626,1592,144,165,224,307,333,215,113,91,5363,2945,2418
F0324,24,477,District - Jamnagar,Urban,Literate but below primary,65-69,1346,1325,126,150,169,183,254,207,114,122,4726,2493,2233
F0324,24,477,District - Jamnagar,Urban,Literate but below primary,70-74,1083,1066,120,111,127,159,155,162,103,129,3894,2091,1803
F0324,24,477,District - Jamnagar,Urban,Literate but below primary,75-79,693,681,57,79,75,86,103,105,82,94,2667,1443,1224
F0324,24,477,District - Jamnagar,Urban,Literate but below primary,80+,813,784,112,85,77,97,99,83,84,147,3052,1646,1406
F0324,24,477,District - Jamnagar,Urban,Primary but below middle,All Ages,78174,44996,7567,7609,12340,9416,4641,1893,840,690,98992,52900,46092
F0324,24,477,District - Jamnagar,Urban,Primary but below middle,Less than 15,22342,587,445,46,96,0,0,0,0,0,238,126,112
F0324,24,477,District - Jamnagar,Urban,Primary but below middle,15-19,8943,1345,1015,220,65,20,25,0,0,0,510,269,241
F0324,24,477,District - Jamnagar,Urban,Primary but below middle,20-24,8380,5908,2300,2208,1036,236,65,24,7,32,5655,2958,2697
F0324,24,477,District - Jamnagar,Urban,Primary but below middle,25-29,7451,6882,1150,1801,2460,1051,304,54,19,43,11822,6265,5557
F0324,24,477,District - Jamnagar,Urban,Primary but below middle,30-34,6436,6206,612,812,2274,1644,573,167,59,65,14316,7603,6713
F0324,24,477,District - Jamnagar,Urban,Primary but below middle,35-39,5684,5570,462,632,1888,1550,689,218,80,51,13787,7221,6566
F0324,24,477,District - Jamnagar,Urban,Primary but below middle,40-44,5006,4920,364,474,1615,1394,657,263,97,56,12841,6867,5974
F0324,24,477,District - Jamnagar,Urban,Primary but below middle,45-49,4055,4002,245,422,1114,1218,619,234,95,55,10940,5996,4944
F0324,24,477,District - Jamnagar,Urban,Primary but below middle,50-54,2924,2890,262,266,650,845,516,201,87,63,8184,4541,3643
F0324,24,477,District - Jamnagar,Urban,Primary but below middle,55-59,2103,2074,166,202,441,545,395,186,81,58,6161,3351,2810
F0324,24,477,District - Jamnagar,Urban,Primary but below middle,60-64,1838,1769,173,193,298,420,338,192,86,69,5403,2883,2520
F0324,24,477,District - Jamnagar,Urban,Primary but below middle,65-69,1154,1119,138,122,164,229,191,141,73,61,3509,1898,1611
F0324,24,477,District - Jamnagar,Urban,Primary but below middle,70-74,765,754,86,86,96,126,141,96,68,55,2527,1302,1225
F0324,24,477,District - Jamnagar,Urban,Primary but below middle,75-79,436,429,55,50,55,59,66,63,45,36,1465,772,693
F0324,24,477,District - Jamnagar,Urban,Primary but below middle,80+,489,444,74,55,66,58,55,48,42,46,1443,751,692
F0324,24,477,District - Jamnagar,Urban,Middle but below matric or secondary,All Ages,43981,25244,5123,5338,7993,4157,1620,567,218,228,46230,24727,21503
F0324,24,477,District - Jamnagar,Urban,Middle but below matric or secondary,Less than 15,8227,323,206,44,73,0,0,0,0,0,190,110,80
F0324,24,477,District - Jamnagar,Urban,Middle but below matric or secondary,15-19,8784,982,799,114,40,18,11,0,0,0,292,147,145
F0324,24,477,District - Jamnagar,Urban,Middle but below matric or secondary,20-24,5582,3593,1599,1401,459,84,20,9,7,14,2840,1518,1322
F0324,24,477,District - Jamnagar,Urban,Middle but below matric or secondary,25-29,5116,4623,902,1537,1632,413,89,18,7,25,6728,3588,3140
F0324,24,477,District - Jamnagar,Urban,Middle but below matric or secondary,30-34,4216,4039,484,776,1742,715,202,58,18,44,7973,4156,3817
F0324,24,477,District - Jamnagar,Urban,Middle but below matric or secondary,35-39,3305,3219,335,442,1404,685,247,72,13,21,6892,3749,3143
F0324,24,477,District - Jamnagar,Urban,Middle but below matric or secondary,40-44,2737,2677,214,353,1045,704,244,75,23,19,6190,3296,2894
F0324,24,477,District - Jamnagar,Urban,Middle but below matric or secondary,45-49,2143,2102,180,247,715,632,209,67,27,25,5127,2846,2281
F0324,24,477,District - Jamnagar,Urban,Middle but below matric or secondary,50-54,1337,1321,109,133,373,397,191,84,18,16,3488,1866,1622
F0324,24,477,District - Jamnagar,Urban,Middle but below matric or secondary,55-59,890,867,73,114,217,210,158,48,22,25,2370,1283,1087
F0324,24,477,District - Jamnagar,Urban,Middle but below matric or secondary,60-64,704,661,80,71,135,153,115,64,29,14,1865,985,880
F0324,24,477,District - Jamnagar,Urban,Middle but below matric or secondary,65-69,387,358,52,38,65,72,65,42,17,7,1010,536,474
F0324,24,477,District - Jamnagar,Urban,Middle but below matric or secondary,70-74,203,197,26,28,30,30,38,16,22,7,594,298,296
F0324,24,477,District - Jamnagar,Urban,Middle but below matric or secondary,75-79,98,96,13,12,24,10,17,8,8,4,281,146,135
F0324,24,477,District - Jamnagar,Urban,Middle but below matric or secondary,80+,147,124,35,15,25,20,10,6,6,7,285,149,136
F0324,24,477,District - Jamnagar,Urban,Matric or secondary but below graduate,All Ages,69431,48130,10055,11778,16883,6259,2041,612,212,290,79103,43038,36065
F0324,24,477,District - Jamnagar,Urban,Matric or secondary but below graduate,Less than 15,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,477,District - Jamnagar,Urban,Matric or secondary but below graduate,15-19,15689,1663,1364,180,85,22,12,0,0,0,464,256,208
F0324,24,477,District - Jamnagar,Urban,Matric or secondary but below graduate,20-24,11308,5956,3251,2048,540,62,26,7,8,14,3605,1912,1693
F0324,24,477,District - Jamnagar,Urban,Matric or secondary but below graduate,25-29,8792,7909,1886,3221,2273,381,80,19,8,41,9698,5282,4416
F0324,24,477,District - Jamnagar,Urban,Matric or secondary but below graduate,30-34,7604,7327,876,1897,3537,755,155,36,13,58,12578,6879,5699
F0324,24,477,District - Jamnagar,Urban,Matric or secondary but below graduate,35-39,6536,6334,614,1341,3077,980,229,45,19,29,11927,6519,5408
F0324,24,477,District - Jamnagar,Urban,Matric or secondary but below graduate,40-44,5274,5174,468,909,2515,957,234,57,14,20,10275,5590,4685
F0324,24,477,District - Jamnagar,Urban,Matric or secondary but below graduate,45-49,4699,4597,454,798,1991,955,278,78,22,21,9450,5180,4270
F0324,24,477,District - Jamnagar,Urban,Matric or secondary but below graduate,50-54,3459,3396,324,500,1274,861,306,76,27,28,7618,4163,3455
F0324,24,477,District - Jamnagar,Urban,Matric or secondary but below graduate,55-59,2347,2296,280,346,712,554,249,109,32,14,5272,2825,2447
F0324,24,477,District - Jamnagar,Urban,Matric or secondary but below graduate,60-64,1590,1546,199,213,462,351,208,73,23,17,3661,1985,1676
F0324,24,477,District - Jamnagar,Urban,Matric or secondary but below graduate,65-69,906,841,140,120,178,197,135,47,16,8,1998,1069,929
F0324,24,477,District - Jamnagar,Urban,Matric or secondary but below graduate,70-74,519,493,83,85,92,92,71,45,7,18,1232,669,563
F0324,24,477,District - Jamnagar,Urban,Matric or secondary but below graduate,75-79,245,237,36,34,41,43,40,17,13,13,666,348,318
F0324,24,477,District - Jamnagar,Urban,Matric or secondary but below graduate,80+,248,223,44,54,60,30,16,2,9,8,452,235,217
F0324,24,477,District - Jamnagar,Urban,Graduate and above,All Ages,31701,25479,6668,8744,8333,1263,267,69,28,107,31595,16951,14644
F0324,24,477,District - Jamnagar,Urban,Graduate and above,Less than 15,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,477,District - Jamnagar,Urban,Graduate and above,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,477,District - Jamnagar,Urban,Graduate and above,20-24,6239,2715,1954,646,88,12,5,3,3,4,941,490,451
F0324,24,477,District - Jamnagar,Urban,Graduate and above,25-29,7348,5780,2220,2779,679,47,16,11,3,25,4601,2394,2207
F0324,24,477,District - Jamnagar,Urban,Graduate and above,30-34,5550,5118,866,2132,1907,138,28,10,5,32,6791,3663,3128
F0324,24,477,District - Jamnagar,Urban,Graduate and above,35-39,4394,4212,527,1337,2064,240,30,6,1,7,6394,3468,2926
F0324,24,477,District - Jamnagar,Urban,Graduate and above,40-44,2806,2673,342,747,1341,186,33,7,0,17,4287,2325,1962
F0324,24,477,District - Jamnagar,Urban,Graduate and above,45-49,1901,1797,245,423,886,197,31,3,6,6,3011,1632,1379
F0324,24,477,District - Jamnagar,Urban,Graduate and above,50-54,1425,1346,181,278,662,181,34,6,1,3,2341,1269,1072
F0324,24,477,District - Jamnagar,Urban,Graduate and above,55-59,957,886,138,180,397,126,36,6,3,0,1544,811,733
F0324,24,477,District - Jamnagar,Urban,Graduate and above,60-64,472,433,74,100,153,65,28,5,4,4,796,425,371
F0324,24,477,District - Jamnagar,Urban,Graduate and above,65-69,226,199,46,38,61,32,13,6,0,3,360,182,178
F0324,24,477,District - Jamnagar,Urban,Graduate and above,70-74,120,105,21,12,33,28,7,3,0,1,212,121,91
F0324,24,477,District - Jamnagar,Urban,Graduate and above,75-79,46,38,11,10,9,2,3,2,1,0,62,37,25
F0324,24,477,District - Jamnagar,Urban,Graduate and above,80+,106,95,21,28,30,8,3,1,1,3,158,88,70
F0324,24,478,District - Porbandar,Total,Total,All Ages,285240,171815,23354,25912,42690,33368,21329,11423,6329,7410,450740,239262,211478
F0324,24,478,District - Porbandar,Total,Total,Less than 15,75454,732,516,39,177,0,0,0,0,0,393,215,178
F0324,24,478,District - Porbandar,Total,Total,15-19,26574,3693,2843,488,161,85,116,0,0,0,1529,822,707
F0324,24,478,District - Porbandar,Total,Total,20-24,24531,15875,6603,5879,2502,580,164,45,25,77,14234,7442,6792
F0324,24,478,District - Porbandar,Total,Total,25-29,23403,20747,3584,5889,7029,2855,925,246,67,152,35084,18431,16653
F0324,24,478,District - Porbandar,Total,Total,30-34,22761,21605,1975,3633,7913,4916,2010,695,252,211,48924,25565,23359
F0324,24,478,District - Porbandar,Total,Total,35-39,21322,20523,1465,2403,6927,5265,2598,1104,463,298,53050,27749,25301
F0324,24,478,District - Porbandar,Total,Total,40-44,19688,19088,1195,1835,5658,5155,3019,1268,548,410,53537,28420,25117
F0324,24,478,District - Porbandar,Total,Total,45-49,16666,16219,979,1490,4193,4318,2757,1316,616,550,48439,25981,22458
F0324,24,478,District - Porbandar,Total,Total,50-54,13647,13311,871,1107,2861,3346,2595,1314,646,571,42127,22844,19283
F0324,24,478,District - Porbandar,Total,Total,55-59,10618,10391,696,792,1834,2419,2087,1279,630,654,35409,18997,16412
F0324,24,478,District - Porbandar,Total,Total,60-64,9811,9547,764,758,1271,1813,1868,1325,801,947,35099,18753,16346
F0324,24,478,District - Porbandar,Total,Total,65-69,7174,6986,589,497,812,1150,1296,1023,748,871,27282,14492,12790
F0324,24,478,District - Porbandar,Total,Total,70-74,5983,5881,519,460,610,720,957,896,696,1023,24464,12991,11473
F0324,24,478,District - Porbandar,Total,Total,75-79,2925,2870,286,225,260,307,402,386,365,639,12545,6671,5874
F0324,24,478,District - Porbandar,Total,Total,80+,4159,4031,400,367,403,395,503,507,460,996,17904,9507,8397
F0324,24,478,District - Porbandar,Total,Illiterate,All Ages,113183,73235,6132,6357,13356,15643,12861,8023,4911,5952,248399,131380,117019
F0324,24,478,District - Porbandar,Total,Illiterate,Less than 15,35474,107,44,2,61,0,0,0,0,0,124,72,52
F0324,24,478,District - Porbandar,Total,Illiterate,15-19,2408,645,378,114,50,35,68,0,0,0,591,320,271
F0324,24,478,District - Porbandar,Total,Illiterate,20-24,3559,2811,875,905,678,222,80,22,12,17,3555,1855,1700
F0324,24,478,District - Porbandar,Total,Illiterate,25-29,4399,4068,494,732,1231,977,429,123,39,43,9042,4766,4276
F0324,24,478,District - Porbandar,Total,Illiterate,30-34,5769,5510,458,540,1419,1565,891,400,162,75,15188,7870,7318
F0324,24,478,District - Porbandar,Total,Illiterate,35-39,7316,7048,462,548,1656,1925,1276,672,318,191,21466,10977,10489
F0324,24,478,District - Porbandar,Total,Illiterate,40-44,8662,8386,482,591,1934,2288,1614,791,379,307,26398,13881,12517
F0324,24,478,District - Porbandar,Total,Illiterate,45-49,8456,8243,439,579,1634,2194,1646,873,454,424,27391,14663,12728
F0324,24,478,District - Porbandar,Total,Illiterate,50-54,7788,7611,448,507,1398,1822,1622,886,478,450,26047,14022,12025
F0324,24,478,District - Porbandar,Total,Illiterate,55-59,6686,6565,368,394,1002,1472,1351,934,501,543,24185,12851,11334
F0324,24,478,District - Porbandar,Total,Illiterate,60-64,6828,6706,464,429,807,1207,1342,1012,645,800,26278,13987,12291
F0324,24,478,District - Porbandar,Total,Illiterate,65-69,5252,5181,354,305,554,825,993,795,615,740,21437,11403,10034
F0324,24,478,District - Porbandar,Total,Illiterate,70-74,4693,4633,356,295,422,552,780,738,588,902,20328,10760,9568
F0324,24,478,District - Porbandar,Total,Illiterate,75-79,2301,2265,205,145,182,234,316,318,305,560,10413,5500,4913
F0324,24,478,District - Porbandar,Total,Illiterate,80+,3427,3351,284,262,312,307,435,448,409,894,15652,8287,7365
F0324,24,478,District - Porbandar,Total,Literate,All Ages,172057,98580,17222,19555,29334,17725,8468,3400,1418,1458,202341,107882,94459
F0324,24,478,District - Porbandar,Total,Literate,Less than 15,39980,625,472,37,116,0,0,0,0,0,269,143,126
F0324,24,478,District - Porbandar,Total,Literate,15-19,24166,3048,2465,374,111,50,48,0,0,0,938,502,436
F0324,24,478,District - Porbandar,Total,Literate,20-24,20972,13064,5728,4974,1824,358,84,23,13,60,10679,5587,5092
F0324,24,478,District - Porbandar,Total,Literate,25-29,19004,16679,3090,5157,5798,1878,496,123,28,109,26042,13665,12377
F0324,24,478,District - Porbandar,Total,Literate,30-34,16992,16095,1517,3093,6494,3351,1119,295,90,136,33736,17695,16041
F0324,24,478,District - Porbandar,Total,Literate,35-39,14006,13475,1003,1855,5271,3340,1322,432,145,107,31584,16772,14812
F0324,24,478,District - Porbandar,Total,Literate,40-44,11026,10702,713,1244,3724,2867,1405,477,169,103,27139,14539,12600
F0324,24,478,District - Porbandar,Total,Literate,45-49,8210,7976,540,911,2559,2124,1111,443,162,126,21048,11318,9730
F0324,24,478,District - Porbandar,Total,Literate,50-54,5859,5700,423,600,1463,1524,973,428,168,121,16080,8822,7258
F0324,24,478,District - Porbandar,Total,Literate,55-59,3932,3826,328,398,832,947,736,345,129,111,11224,6146,5078
F0324,24,478,District - Porbandar,Total,Literate,60-64,2983,2841,300,329,464,606,526,313,156,147,8821,4766,4055
F0324,24,478,District - Porbandar,Total,Literate,65-69,1922,1805,235,192,258,325,303,228,133,131,5845,3089,2756
F0324,24,478,District - Porbandar,Total,Literate,70-74,1290,1248,163,165,188,168,177,158,108,121,4136,2231,1905
F0324,24,478,District - Porbandar,Total,Literate,75-79,624,605,81,80,78,73,86,68,60,79,2132,1171,961
F0324,24,478,District - Porbandar,Total,Literate,80+,732,680,116,105,91,88,68,59,51,102,2252,1220,1032
F0324,24,478,District - Porbandar,Total,Literate but below primary,All Ages,34847,16142,1647,1931,4093,3816,2399,1207,529,520,44502,23681,20821
F0324,24,478,District - Porbandar,Total,Literate but below primary,Less than 15,17121,88,76,0,12,0,0,0,0,0,24,12,12
F0324,24,478,District - Porbandar,Total,Literate but below primary,15-19,1069,198,127,38,17,8,8,0,0,0,128,73,55
F0324,24,478,District - Porbandar,Total,Literate but below primary,20-24,1318,983,318,347,227,64,15,3,1,8,1135,572,563
F0324,24,478,District - Porbandar,Total,Literate but below primary,25-29,1667,1557,201,317,589,296,117,22,2,13,3088,1622,1466
F0324,24,478,District - Porbandar,Total,Literate but below primary,30-34,2049,1964,142,229,675,525,263,92,18,20,4934,2562,2372
F0324,24,478,District - Porbandar,Total,Literate but below primary,35-39,2290,2228,134,212,707,658,321,123,53,20,5971,3207,2764
F0324,24,478,District - Porbandar,Total,Literate but below primary,40-44,2183,2127,117,186,587,617,372,162,57,29,6083,3178,2905
F0324,24,478,District - Porbandar,Total,Literate but below primary,45-49,1757,1720,90,123,458,495,310,153,49,42,5149,2767,2382
F0324,24,478,District - Porbandar,Total,Literate but below primary,50-54,1474,1454,90,105,292,428,302,139,53,45,4555,2498,2057
F0324,24,478,District - Porbandar,Total,Literate but below primary,55-59,1100,1083,82,83,192,255,222,140,58,51,3559,1872,1687
F0324,24,478,District - Porbandar,Total,Literate but below primary,60-64,959,932,78,87,131,206,178,132,49,71,3200,1727,1473
F0324,24,478,District - Porbandar,Total,Literate but below primary,65-69,691,675,75,68,80,120,116,94,61,61,2360,1224,1136
F0324,24,478,District - Porbandar,Total,Literate but below primary,70-74,526,519,48,61,48,75,92,80,58,57,1942,1049,893
F0324,24,478,District - Porbandar,Total,Literate but below primary,75-79,291,288,24,31,33,36,49,30,39,46,1163,648,515
F0324,24,478,District - Porbandar,Total,Literate but below primary,80+,301,295,42,41,35,28,32,34,28,55,1117,616,501
F0324,24,478,District - Porbandar,Total,Primary but below middle,All Ages,53174,29333,4468,5147,8823,6052,2900,1098,459,386,63805,33880,29925
F0324,24,478,District - Porbandar,Total,Primary but below middle,Less than 15,16204,325,253,17,55,0,0,0,0,0,127,67,60
F0324,24,478,District - Porbandar,Total,Primary but below middle,15-19,6293,924,728,122,37,13,24,0,0,0,331,171,160
F0324,24,478,District - Porbandar,Total,Primary but below middle,20-24,5675,4114,1472,1666,740,158,39,8,3,28,4047,2106,1941
F0324,24,478,District - Porbandar,Total,Primary but below middle,25-29,5492,5088,695,1328,2004,763,200,55,14,29,9013,4705,4308
F0324,24,478,District - Porbandar,Total,Primary but below middle,30-34,5098,4905,400,689,1978,1239,423,102,40,34,11081,5782,5299
F0324,24,478,District - Porbandar,Total,Primary but below middle,35-39,4143,4028,232,406,1469,1191,469,159,59,43,10281,5379,4902
F0324,24,478,District - Porbandar,Total,Primary but below middle,40-44,3352,3279,171,275,1038,1017,512,170,65,31,8929,4781,4148
F0324,24,478,District - Porbandar,Total,Primary but below middle,45-49,2386,2328,148,210,673,685,367,142,60,43,6494,3486,3008
F0324,24,478,District - Porbandar,Total,Primary but below middle,50-54,1698,1655,99,127,374,462,337,155,64,37,5054,2776,2278
F0324,24,478,District - Porbandar,Total,Primary but below middle,55-59,1035,1017,68,108,193,277,224,89,31,27,3068,1731,1337
F0324,24,478,District - Porbandar,Total,Primary but below middle,60-64,726,678,61,74,108,122,161,81,44,27,2172,1177,995
F0324,24,478,District - Porbandar,Total,Primary but below middle,65-69,433,410,43,43,60,59,72,70,35,28,1399,758,641
F0324,24,478,District - Porbandar,Total,Primary but below middle,70-74,296,287,43,43,54,30,35,35,21,26,883,483,400
F0324,24,478,District - Porbandar,Total,Primary but below middle,75-79,118,115,18,15,11,13,13,16,14,15,405,204,201
F0324,24,478,District - Porbandar,Total,Primary but below middle,80+,143,129,27,12,19,16,18,14,7,16,405,217,188
F0324,24,478,District - Porbandar,Total,Middle but below matric or secondary,All Ages,32296,17826,3613,4010,5603,2922,1084,343,112,139,31820,16872,14948
F0324,24,478,District - Porbandar,Total,Middle but below matric or secondary,Less than 15,5422,168,123,13,32,0,0,0,0,0,77,42,35
F0324,24,478,District - Porbandar,Total,Middle but below matric or secondary,15-19,7372,778,658,85,20,7,8,0,0,0,178,92,86
F0324,24,478,District - Porbandar,Total,Middle but below matric or secondary,20-24,4943,3244,1353,1382,423,60,10,4,3,9,2555,1322,1233
F0324,24,478,District - Porbandar,Total,Middle but below matric or secondary,25-29,4334,3876,666,1202,1475,410,78,20,5,20,5994,3131,2863
F0324,24,478,District - Porbandar,Total,Middle but below matric or secondary,30-34,3515,3340,286,594,1462,731,194,34,11,28,6951,3637,3314
F0324,24,478,District - Porbandar,Total,Middle but below matric or secondary,35-39,2300,2208,169,265,900,573,210,63,11,17,5142,2718,2424
F0324,24,478,District - Porbandar,Total,Middle but below matric or secondary,40-44,1652,1600,113,171,573,466,183,60,21,13,3981,2129,1852
F0324,24,478,District - Porbandar,Total,Middle but below matric or secondary,45-49,1135,1103,88,126,353,296,160,48,18,14,2827,1554,1273
F0324,24,478,District - Porbandar,Total,Middle but below matric or secondary,50-54,567,550,42,61,151,154,89,36,7,10,1476,806,670
F0324,24,478,District - Porbandar,Total,Middle but below matric or secondary,55-59,385,376,32,32,79,107,75,32,11,8,1097,604,493
F0324,24,478,District - Porbandar,Total,Middle but below matric or secondary,60-64,275,255,34,26,60,59,44,18,8,6,680,387,293
F0324,24,478,District - Porbandar,Total,Middle but below matric or secondary,65-69,170,144,23,15,26,29,22,16,7,6,414,219,195
F0324,24,478,District - Porbandar,Total,Middle but below matric or secondary,70-74,75,69,10,13,17,9,2,5,8,5,191,97,94
F0324,24,478,District - Porbandar,Total,Middle but below matric or secondary,75-79,36,32,7,6,4,5,5,3,0,2,79,48,31
F0324,24,478,District - Porbandar,Total,Middle but below matric or secondary,80+,58,44,5,11,10,12,2,2,1,1,98,49,49
F0324,24,478,District - Porbandar,Total,Matric or secondary but below graduate,All Ages,26781,16772,3645,4025,5495,2372,827,209,77,122,27941,15062,12879
F0324,24,478,District - Porbandar,Total,Matric or secondary but below graduate,Less than 15,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,478,District - Porbandar,Total,Matric or secondary but below graduate,15-19,7620,791,658,92,26,11,4,0,0,0,193,103,90
F0324,24,478,District - Porbandar,Total,Matric or secondary but below graduate,20-24,4782,2465,1323,901,186,33,9,4,3,6,1489,800,689
F0324,24,478,District - Porbandar,Total,Matric or secondary but below graduate,25-29,3159,2783,602,1077,883,157,31,2,4,27,3686,1987,1699
