"Table name
","Statecode
","Disttcode
",Areaname,Total/,Educational level,"Present age
",Total women ,Total ever married women,0,1,2,3,4,5,6,7+,P,M,F
F0324,24,473,District - Gandhinagar,Urban,Literate but below primary,45-49,1873,1863,127,179,479,552,329,114,51,32,5236,2897,2339
F0324,24,473,District - Gandhinagar,Urban,Literate but below primary,50-54,1670,1666,101,168,370,464,306,143,61,53,5014,2827,2187
F0324,24,473,District - Gandhinagar,Urban,Literate but below primary,55-59,1339,1334,91,121,253,345,258,151,65,50,4227,2424,1803
F0324,24,473,District - Gandhinagar,Urban,Literate but below primary,60-64,1276,1269,112,113,180,284,288,145,83,64,4202,2349,1853
F0324,24,473,District - Gandhinagar,Urban,Literate but below primary,65-69,1062,1049,74,117,139,227,224,127,83,58,3559,2008,1551
F0324,24,473,District - Gandhinagar,Urban,Literate but below primary,70-74,776,771,78,94,86,131,155,116,54,57,2614,1480,1134
F0324,24,473,District - Gandhinagar,Urban,Literate but below primary,75-79,490,483,58,57,50,57,91,76,57,37,1691,923,768
F0324,24,473,District - Gandhinagar,Urban,Literate but below primary,80+,519,512,66,57,62,58,72,65,68,64,1862,973,889
F0324,24,473,District - Gandhinagar,Urban,Primary but below middle,All Ages,46041,29846,5734,4537,7873,6293,3262,1292,503,352,64448,35344,29104
F0324,24,473,District - Gandhinagar,Urban,Primary but below middle,Less than 15,12959,481,419,26,36,0,0,0,0,0,98,46,52
F0324,24,473,District - Gandhinagar,Urban,Primary but below middle,15-19,4674,1978,1607,264,62,17,28,0,0,0,551,278,273
F0324,24,473,District - Gandhinagar,Urban,Primary but below middle,20-24,4467,3824,1571,1237,737,210,43,7,5,14,3682,1916,1766
F0324,24,473,District - Gandhinagar,Urban,Primary but below middle,25-29,3855,3721,669,859,1338,628,171,29,7,20,6468,3401,3067
F0324,24,473,District - Gandhinagar,Urban,Primary but below middle,30-34,3323,3263,326,428,1233,820,322,80,23,31,7434,3955,3479
F0324,24,473,District - Gandhinagar,Urban,Primary but below middle,35-39,3047,3015,215,308,1058,923,345,109,37,20,7502,4230,3272
F0324,24,473,District - Gandhinagar,Urban,Primary but below middle,40-44,2935,2918,168,244,1031,853,422,118,57,25,7682,4314,3368
F0324,24,473,District - Gandhinagar,Urban,Primary but below middle,45-49,2845,2833,131,330,870,877,407,150,45,23,7528,4231,3297
F0324,24,473,District - Gandhinagar,Urban,Primary but below middle,50-54,2360,2355,133,270,578,666,427,196,50,35,6694,3749,2945
F0324,24,473,District - Gandhinagar,Urban,Primary but below middle,55-59,1881,1878,122,187,387,530,364,180,79,29,5600,3129,2471
F0324,24,473,District - Gandhinagar,Urban,Primary but below middle,60-64,1470,1431,124,132,245,362,320,150,51,47,4401,2462,1939
F0324,24,473,District - Gandhinagar,Urban,Primary but below middle,65-69,845,828,74,87,114,185,190,98,50,30,2654,1402,1252
F0324,24,473,District - Gandhinagar,Urban,Primary but below middle,70-74,615,610,63,67,79,125,124,80,46,26,1966,1041,925
F0324,24,473,District - Gandhinagar,Urban,Primary but below middle,75-79,348,344,44,43,59,40,54,54,28,22,1111,608,503
F0324,24,473,District - Gandhinagar,Urban,Primary but below middle,80+,288,278,42,40,27,39,38,39,24,29,919,490,429
F0324,24,473,District - Gandhinagar,Urban,Middle but below matric or secondary,All Ages,27742,17649,3842,3325,5595,3161,1147,335,107,137,32015,17859,14156
F0324,24,473,District - Gandhinagar,Urban,Middle but below matric or secondary,Less than 15,5367,262,189,30,43,0,0,0,0,0,116,69,47
F0324,24,473,District - Gandhinagar,Urban,Middle but below matric or secondary,15-19,4797,1120,936,134,30,14,6,0,0,0,260,145,115
F0324,24,473,District - Gandhinagar,Urban,Middle but below matric or secondary,20-24,3577,2685,1202,987,383,85,14,4,0,10,2159,1200,959
F0324,24,473,District - Gandhinagar,Urban,Middle but below matric or secondary,25-29,3026,2820,586,847,1021,281,56,10,2,17,4154,2279,1875
F0324,24,473,District - Gandhinagar,Urban,Middle but below matric or secondary,30-34,2562,2489,306,396,1153,475,119,18,5,17,4859,2713,2146
F0324,24,473,District - Gandhinagar,Urban,Middle but below matric or secondary,35-39,2165,2135,185,244,959,540,144,37,11,15,4739,2654,2085
F0324,24,473,District - Gandhinagar,Urban,Middle but below matric or secondary,40-44,2083,2069,146,227,851,577,194,47,14,13,4862,2739,2123
F0324,24,473,District - Gandhinagar,Urban,Middle but below matric or secondary,45-49,1666,1655,98,171,603,495,209,50,17,12,4149,2377,1772
F0324,24,473,District - Gandhinagar,Urban,Middle but below matric or secondary,50-54,986,976,58,117,276,278,165,54,16,12,2624,1454,1170
F0324,24,473,District - Gandhinagar,Urban,Middle but below matric or secondary,55-59,687,685,41,68,138,229,118,55,15,21,2043,1087,956
F0324,24,473,District - Gandhinagar,Urban,Middle but below matric or secondary,60-64,394,373,26,55,73,104,65,33,11,6,1048,571,477
F0324,24,473,District - Gandhinagar,Urban,Middle but below matric or secondary,65-69,175,159,19,24,27,40,24,13,9,3,438,257,181
F0324,24,473,District - Gandhinagar,Urban,Middle but below matric or secondary,70-74,90,85,13,8,8,19,22,6,3,6,269,147,122
F0324,24,473,District - Gandhinagar,Urban,Middle but below matric or secondary,75-79,35,34,4,3,2,8,5,7,3,2,119,61,58
F0324,24,473,District - Gandhinagar,Urban,Middle but below matric or secondary,80+,52,48,14,8,11,5,5,1,1,3,99,59,40
F0324,24,473,District - Gandhinagar,Urban,Matric or secondary but below graduate,All Ages,55760,40573,7541,9006,15590,5797,1773,480,136,250,69932,39121,30811
F0324,24,473,District - Gandhinagar,Urban,Matric or secondary but below graduate,Less than 15,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,473,District - Gandhinagar,Urban,Matric or secondary but below graduate,15-19,12037,1573,1342,144,63,14,10,0,0,0,352,196,156
F0324,24,473,District - Gandhinagar,Urban,Matric or secondary but below graduate,20-24,8346,4698,2642,1498,456,67,10,3,5,17,2823,1525,1298
F0324,24,473,District - Gandhinagar,Urban,Matric or secondary but below graduate,25-29,6662,6122,1359,2526,1895,247,45,10,2,38,7596,4139,3457
F0324,24,473,District - Gandhinagar,Urban,Matric or secondary but below graduate,30-34,6169,6013,623,1486,3077,645,115,20,7,40,10516,5967,4549
F0324,24,473,District - Gandhinagar,Urban,Matric or secondary but below graduate,35-39,5741,5638,406,1028,3125,853,151,39,11,25,10908,6220,4688
F0324,24,473,District - Gandhinagar,Urban,Matric or secondary but below graduate,40-44,5036,4989,321,722,2694,939,225,42,7,39,10394,6023,4371
F0324,24,473,District - Gandhinagar,Urban,Matric or secondary but below graduate,45-49,4260,4215,234,636,1961,1013,269,64,16,22,9279,5239,4040
F0324,24,473,District - Gandhinagar,Urban,Matric or secondary but below graduate,50-54,2820,2787,163,379,1100,738,299,74,14,20,6614,3620,2994
F0324,24,473,District - Gandhinagar,Urban,Matric or secondary but below graduate,55-59,1996,1967,149,252,614,575,249,88,24,16,4917,2687,2230
F0324,24,473,District - Gandhinagar,Urban,Matric or secondary but below graduate,60-64,1289,1267,121,146,313,370,211,69,23,14,3327,1787,1540
F0324,24,473,District - Gandhinagar,Urban,Matric or secondary but below graduate,65-69,699,666,79,94,144,191,109,35,7,7,1664,893,771
F0324,24,473,District - Gandhinagar,Urban,Matric or secondary but below graduate,70-74,323,314,38,45,63,81,55,20,7,5,820,445,375
F0324,24,473,District - Gandhinagar,Urban,Matric or secondary but below graduate,75-79,121,115,18,20,19,29,12,7,9,1,289,146,143
F0324,24,473,District - Gandhinagar,Urban,Matric or secondary but below graduate,80+,129,112,26,11,30,14,12,9,4,6,275,144,131
F0324,24,473,District - Gandhinagar,Urban,Graduate and above,All Ages,31662,25186,6438,8418,8544,1357,234,49,27,119,31871,17698,14173
F0324,24,473,District - Gandhinagar,Urban,Graduate and above,Less than 15,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,473,District - Gandhinagar,Urban,Graduate and above,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,473,District - Gandhinagar,Urban,Graduate and above,20-24,6535,2765,2082,590,74,8,3,1,1,6,829,441,388
F0324,24,473,District - Gandhinagar,Urban,Graduate and above,25-29,7508,5832,2380,2665,707,34,15,1,3,27,4472,2435,2037
F0324,24,473,District - Gandhinagar,Urban,Graduate and above,30-34,5193,4766,771,2108,1684,130,27,5,6,35,6309,3465,2844
F0324,24,473,District - Gandhinagar,Urban,Graduate and above,35-39,4155,3931,394,1233,2039,217,25,7,4,12,6219,3571,2648
F0324,24,473,District - Gandhinagar,Urban,Graduate and above,40-44,2759,2643,255,691,1446,220,19,2,0,10,4413,2522,1891
F0324,24,473,District - Gandhinagar,Urban,Graduate and above,45-49,2059,1979,163,458,1090,220,23,11,3,11,3552,1956,1596
F0324,24,473,District - Gandhinagar,Urban,Graduate and above,50-54,1541,1480,161,343,724,199,40,5,2,6,2641,1420,1221
F0324,24,473,District - Gandhinagar,Urban,Graduate and above,55-59,923,886,81,172,428,157,34,6,4,4,1723,956,767
F0324,24,473,District - Gandhinagar,Urban,Graduate and above,60-64,437,415,53,72,180,74,25,3,4,4,825,429,396
F0324,24,473,District - Gandhinagar,Urban,Graduate and above,65-69,225,207,37,35,77,40,15,3,0,0,384,218,166
F0324,24,473,District - Gandhinagar,Urban,Graduate and above,70-74,132,122,15,18,42,38,4,3,0,2,265,156,109
F0324,24,473,District - Gandhinagar,Urban,Graduate and above,75-79,39,35,7,7,7,11,3,0,0,0,66,39,27
F0324,24,473,District - Gandhinagar,Urban,Graduate and above,80+,58,50,9,11,20,6,1,2,0,1,90,46,44
F0324,24,474,District - Ahmadabad,Total,Total,All Ages,3426174,2149552,361376,406040,610324,364539,206750,98463,50209,51851,4751091,2611296,2139795
F0324,24,474,District - Ahmadabad,Total,Total,Less than 15,859591,20265,11721,2553,5991,0,0,0,0,0,14535,8133,6402
F0324,24,474,District - Ahmadabad,Total,Total,15-19,309537,71425,48582,11995,5668,2545,2635,0,0,0,41506,22534,18972
F0324,24,474,District - Ahmadabad,Total,Total,20-24,341279,223703,96743,71637,38072,11136,3450,1109,598,958,211307,111170,100137
F0324,24,474,District - Ahmadabad,Total,Total,25-29,328830,292850,65185,90351,84173,34535,12058,3517,1283,1748,449762,239183,210579
F0324,24,474,District - Ahmadabad,Total,Total,30-34,293192,280416,33150,58144,103505,50032,21822,8024,3063,2676,582310,314247,268063
F0324,24,474,District - Ahmadabad,Total,Total,35-39,260791,254009,22011,40373,95553,52521,25637,10379,4365,3170,594327,326753,267574
F0324,24,474,District - Ahmadabad,Total,Total,40-44,230104,225558,17317,30459,80754,50459,26119,11132,5074,4244,567088,315702,251386
F0324,24,474,District - Ahmadabad,Total,Total,45-49,206023,202681,14744,27372,66407,46417,25858,11643,5394,4846,531567,298363,233204
F0324,24,474,District - Ahmadabad,Total,Total,50-54,165292,162657,12259,20792,46905,37526,23365,11350,5469,4991,449625,253507,196118
F0324,24,474,District - Ahmadabad,Total,Total,55-59,128717,126635,10018,16053,32473,28058,19735,10230,5114,4954,364979,204723,160256
F0324,24,474,District - Ahmadabad,Total,Total,60-64,104280,101915,9177,12551,20965,20853,16851,9974,5662,5882,315041,173954,141087
F0324,24,474,District - Ahmadabad,Total,Total,65-69,70389,68370,6362,8162,11972,12785,11625,7508,4616,5340,224520,123034,101486
F0324,24,474,District - Ahmadabad,Total,Total,70-74,53768,52522,5365,6325,8049,8671,8461,6331,4110,5210,180181,97976,82205
F0324,24,474,District - Ahmadabad,Total,Total,75-79,28885,28255,2999,3495,4004,4213,4412,3518,2414,3200,99369,54000,45369
F0324,24,474,District - Ahmadabad,Total,Total,80+,36467,34336,4278,4858,5052,4444,4512,3639,2993,4560,119190,64773,54417
F0324,24,474,District - Ahmadabad,Total,Illiterate,All Ages,1015877,558067,61751,63497,106454,116156,92671,53707,30685,33146,1711203,935441,775762
F0324,24,474,District - Ahmadabad,Total,Illiterate,Less than 15,428082,3005,1130,339,1536,0,0,0,0,0,3411,1837,1574
F0324,24,474,District - Ahmadabad,Total,Illiterate,15-19,29055,13501,7436,2769,1292,833,1171,0,0,0,12536,6883,5653
F0324,24,474,District - Ahmadabad,Total,Illiterate,20-24,47267,41014,11971,11867,10255,4371,1535,478,232,305,57709,30323,27386
F0324,24,474,District - Ahmadabad,Total,Illiterate,25-29,52964,50394,6758,8022,14849,12184,5618,1882,589,492,113647,59773,53874
F0324,24,474,District - Ahmadabad,Total,Illiterate,30-34,57956,56490,5009,5080,13394,15835,9916,4380,1750,1126,160176,84545,75631
F0324,24,474,District - Ahmadabad,Total,Illiterate,35-39,60806,59801,4156,4794,12285,16179,11970,5864,2744,1809,185447,99539,85908
F0324,24,474,District - Ahmadabad,Total,Illiterate,40-44,61744,60970,3955,4941,11773,15647,12176,6490,3274,2714,197300,108013,89287
F0324,24,474,District - Ahmadabad,Total,Illiterate,45-49,58957,58388,3658,5176,10784,13866,11769,6598,3381,3156,193461,107582,85879
F0324,24,474,District - Ahmadabad,Total,Illiterate,50-54,50295,49814,3460,4257,8390,11083,9805,6139,3392,3288,170559,95702,74857
F0324,24,474,District - Ahmadabad,Total,Illiterate,55-59,40248,39913,2802,3592,6246,7817,7940,5184,3069,3263,141481,79571,61910
F0324,24,474,District - Ahmadabad,Total,Illiterate,60-64,40139,39708,3276,3860,5468,6877,7364,5278,3496,4089,144901,80488,64413
F0324,24,474,District - Ahmadabad,Total,Illiterate,65-69,29614,29265,2432,2811,3725,4377,5156,4081,2918,3765,111898,61825,50073
F0324,24,474,District - Ahmadabad,Total,Illiterate,70-74,25458,25106,2340,2487,2953,3426,3952,3523,2602,3823,98414,53600,44814
F0324,24,474,District - Ahmadabad,Total,Illiterate,75-79,12604,12434,1161,1317,1361,1534,1852,1698,1382,2129,50031,27331,22700
F0324,24,474,District - Ahmadabad,Total,Illiterate,80+,18062,17310,1900,2062,1991,1999,2346,2051,1822,3139,68135,37246,30889
F0324,24,474,District - Ahmadabad,Total,Literate,All Ages,2410297,1591485,299625,342543,503870,248383,114079,44756,19524,18705,3039888,1675855,1364033
F0324,24,474,District - Ahmadabad,Total,Literate,Less than 15,431509,17260,10591,2214,4455,0,0,0,0,0,11124,6296,4828
F0324,24,474,District - Ahmadabad,Total,Literate,15-19,280482,57924,41146,9226,4376,1712,1464,0,0,0,28970,15651,13319
F0324,24,474,District - Ahmadabad,Total,Literate,20-24,294012,182689,84772,59770,27817,6765,1915,631,366,653,153598,80847,72751
F0324,24,474,District - Ahmadabad,Total,Literate,25-29,275866,242456,58427,82329,69324,22351,6440,1635,694,1256,336115,179410,156705
F0324,24,474,District - Ahmadabad,Total,Literate,30-34,235236,223926,28141,53064,90111,34197,11906,3644,1313,1550,422134,229702,192432
F0324,24,474,District - Ahmadabad,Total,Literate,35-39,199985,194208,17855,35579,83268,36342,13667,4515,1621,1361,408880,227214,181666
F0324,24,474,District - Ahmadabad,Total,Literate,40-44,168360,164588,13362,25518,68981,34812,13943,4642,1800,1530,369788,207689,162099
F0324,24,474,District - Ahmadabad,Total,Literate,45-49,147066,144293,11086,22196,55623,32551,14089,5045,2013,1690,338106,190781,147325
F0324,24,474,District - Ahmadabad,Total,Literate,50-54,114997,112843,8799,16535,38515,26443,13560,5211,2077,1703,279066,157805,121261
F0324,24,474,District - Ahmadabad,Total,Literate,55-59,88469,86722,7216,12461,26227,20241,11795,5046,2045,1691,223498,125152,98346
F0324,24,474,District - Ahmadabad,Total,Literate,60-64,64141,62207,5901,8691,15497,13976,9487,4696,2166,1793,170140,93466,76674
F0324,24,474,District - Ahmadabad,Total,Literate,65-69,40775,39105,3930,5351,8247,8408,6469,3427,1698,1575,112622,61209,51413
F0324,24,474,District - Ahmadabad,Total,Literate,70-74,28310,27416,3025,3838,5096,5245,4509,2808,1508,1387,81767,44376,37391
F0324,24,474,District - Ahmadabad,Total,Literate,75-79,16281,15821,1838,2178,2643,2679,2560,1820,1032,1071,49338,26669,22669
F0324,24,474,District - Ahmadabad,Total,Literate,80+,18405,17026,2378,2796,3061,2445,2166,1588,1171,1421,51055,27527,23528
F0324,24,474,District - Ahmadabad,Total,Literate but below primary,All Ages,403011,191105,25741,25196,43505,42401,28007,13734,6668,5853,505969,278367,227602
F0324,24,474,District - Ahmadabad,Total,Literate but below primary,Less than 15,194149,2591,1791,214,586,0,0,0,0,0,1386,773,613
F0324,24,474,District - Ahmadabad,Total,Literate but below primary,15-19,17643,5975,3789,1085,463,300,338,0,0,0,4263,2304,1959
F0324,24,474,District - Ahmadabad,Total,Literate but below primary,20-24,20073,16299,5384,4833,3910,1469,422,138,56,87,20424,10648,9776
F0324,24,474,District - Ahmadabad,Total,Literate but below primary,25-29,20797,19390,2856,3490,6459,4296,1598,423,140,128,39655,21210,18445
F0324,24,474,District - Ahmadabad,Total,Literate but below primary,30-34,20582,19892,1940,2100,5846,5643,2766,983,352,262,50916,27279,23637
F0324,24,474,District - Ahmadabad,Total,Literate but below primary,35-39,19865,19458,1516,1766,5201,5677,3201,1308,503,286,53769,29165,24604
F0324,24,474,District - Ahmadabad,Total,Literate but below primary,40-44,18939,18620,1307,1712,4667,5406,3249,1363,545,371,53232,29557,23675
F0324,24,474,District - Ahmadabad,Total,Literate but below primary,45-49,18663,18420,1284,1957,4400,5067,3239,1396,616,461,53194,30050,23144
F0324,24,474,District - Ahmadabad,Total,Literate but below primary,50-54,16396,16205,1155,1651,3550,4190,2986,1493,664,516,48762,27806,20956
F0324,24,474,District - Ahmadabad,Total,Literate but below primary,55-59,13803,13662,956,1442,2656,3309,2673,1404,664,558,42726,24152,18574
F0324,24,474,District - Ahmadabad,Total,Literate but below primary,60-64,12724,12538,1026,1373,2092,2595,2480,1525,791,656,40801,22564,18237
F0324,24,474,District - Ahmadabad,Total,Literate but below primary,65-69,9811,9634,795,1142,1337,1745,1975,1266,681,693,32771,17947,14824
F0324,24,474,District - Ahmadabad,Total,Literate but below primary,70-74,7924,7791,731,996,984,1244,1477,1080,660,619,26829,14736,12093
F0324,24,474,District - Ahmadabad,Total,Literate but below primary,75-79,4981,4904,505,607,626,673,793,715,471,514,17446,9467,7979
F0324,24,474,District - Ahmadabad,Total,Literate but below primary,80+,5577,5390,590,766,676,746,779,624,515,694,19175,10365,8810
F0324,24,474,District - Ahmadabad,Total,Primary but below middle,All Ages,596949,372059,65417,59733,100838,76610,40882,16365,6758,5456,819845,448645,371200
F0324,24,474,District - Ahmadabad,Total,Primary but below middle,Less than 15,164531,8618,5656,969,1993,0,0,0,0,0,4955,2789,2166
F0324,24,474,District - Ahmadabad,Total,Primary but below middle,15-19,64548,19181,13570,3228,1264,581,538,0,0,0,9651,5109,4542
F0324,24,474,District - Ahmadabad,Total,Primary but below middle,20-24,62542,48408,17915,16382,10173,2731,733,193,111,170,50761,26761,24000
F0324,24,474,District - Ahmadabad,Total,Primary but below middle,25-29,53522,49977,8303,11427,18143,8584,2496,564,201,259,89572,47065,42507
F0324,24,474,District - Ahmadabad,Total,Primary but below middle,30-34,45944,44366,4558,5539,15880,11534,4668,1426,446,315,102939,55144,47795
