Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of home deliveries attended by Non SBA trained (trained TB/Dai),Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported Still Births,Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons,Total Number of reported live births
23440.0,472.0,24.0,471.0,3644.0,305.0,1001.0,66.0,0.0,5041.0,5041.0,13113.0,100.0,41816.0,372241.0,754.0,793.0,3549.0,485.0,1670437,1295146,564003,100249,1007289,24181.0
38873.0,842.0,188.0,1876.0,1905.0,457.0,1257.0,11.0,106.0,11257.0,11363.0,15207.0,2487.0,85913.0,684331.0,706.0,2166.0,5930.0,441.0,3158907,2288242,1145172,155622,1865488,45549.0
61537.0,4094.0,185.0,991.0,71.0,545.0,1012.0,164.0,264.0,14373.0,14637.0,22845.0,282.0,103077.0,797167.0,4.0,3204.0,8980.0,1569.0,2489528,1390932,590679,545644,1363948,60302.0
21101.0,944.0,2.0,2492.0,2236.0,134.0,521.0,357.0,83.0,13547.0,13630.0,11238.0,12209.0,79713.0,1450175.0,165.0,7313.0,13026.0,306.0,1427306,1133006,442920,80770,906341,26332.0
18258.0,182.0,183.0,2670.0,1246.0,416.0,1115.0,550.0,2.0,4511.0,4513.0,19602.0,301.0,58218.0,1156903.0,17.0,10010.0,26614.0,1277.0,2329839,1626065,786693,136778,1406582,29193.0
19537.0,449.0,44.0,1864.0,257.0,259.0,444.0,109.0,4.0,3784.0,3788.0,17776.0,576.0,89211.0,746865.0,272.0,1046.0,3813.0,314.0,2936816,2164950,1051735,163096,1732264,21493.0
37930.0,820.0,123.0,829.0,1821.0,523.0,777.0,99.0,0.0,7903.0,7903.0,10764.0,2525.0,96697.0,492300.0,216.0,892.0,3420.0,564.0,2473411,1645482,832975,79920,1573190,54573.0
39374.0,580.0,15.0,1268.0,728.0,325.0,1281.0,240.0,36.0,17205.0,17241.0,26475.0,9594.0,40909.0,409824.0,32.0,3146.0,8977.0,431.0,2482994,1974767,739303,210698,1541928,48020.0
29782.0,434.0,3.0,1391.0,8987.0,686.0,1168.0,230.0,24.0,10776.0,10800.0,27077.0,6953.0,181287.0,1706089.0,4.0,6510.0,16084.0,730.0,2163380,1729940,719794,90934,1372307,44053.0
9117.0,58.0,695.0,375.0,124.0,239.0,384.0,16.0,1.0,2662.0,2663.0,2708.0,60.0,11969.0,117881.0,2684.0,1193.0,3216.0,268.0,641106,458457,205269,113615,322610,9086.0
14788.0,91.0,1.0,1073.0,3444.0,132.0,739.0,327.0,15.0,4017.0,4032.0,6488.0,126.0,34570.0,213306.0,65.0,2681.0,9940.0,237.0,1393676,1130598,544711,78224,771986,16889.0
29104.0,837.0,117.0,809.0,801.0,485.0,1435.0,130.0,16.0,5818.0,5834.0,14195.0,1036.0,44954.0,324886.0,94.0,909.0,2712.0,1091.0,2641019,1766533,729668,447492,1466724,38060.0
9453.0,456.0,2.0,986.0,1915.0,369.0,149.0,185.0,178.0,15525.0,15703.0,14090.0,19807.0,60084.0,275113.0,195.0,3706.0,12076.0,505.0,1450689,1024770,479779,94205,886418,38404.0
12632.0,167.0,24.0,676.0,1649.0,25.0,161.0,84.0,0.0,1166.0,1166.0,3146.0,39.0,16590.0,193476.0,14.0,660.0,1613.0,143.0,616705,449026,209840,32644,375390,8629.0
33376.0,1112.0,139.0,3279.0,4522.0,624.0,2290.0,935.0,19.0,7085.0,7104.0,29551.0,2751.0,97141.0,1366285.0,2331.0,9709.0,17301.0,1170.0,4244836,3247858,1500509,146378,2604713,59870.0
27925.0,4938.0,307.0,801.0,2834.0,354.0,1011.0,198.0,229.0,6012.0,6241.0,20049.0,1741.0,58072.0,673854.0,194.0,2210.0,12606.0,976.0,2663247,1888151,887275,296969,1481386,26882.0
107961.0,1155.0,67.0,7470.0,31595.0,809.0,1248.0,1206.0,31.0,55274.0,55305.0,16074.0,45496.0,188866.0,2721606.0,131.0,23027.0,73588.0,850.0,6843313,5655478,2702101,123417,4041397,166962.0
25701.0,256.0,141.0,219.0,2086.0,208.0,438.0,14.0,60.0,6699.0,6759.0,14911.0,2340.0,54757.0,776329.0,807.0,1946.0,10308.0,481.0,1918987,1338282,636042,138083,1146650,24501.0
9464.0,381.0,97.0,638.0,160.0,110.0,373.0,82.0,283.0,3087.0,3370.0,4131.0,0.0,44403.0,433365.0,329.0,2521.0,3062.0,285.0,0,0,0,0,0,8676.0
6543.0,140.0,1177.0,102.0,0.0,89.0,246.0,39.0,282.0,1671.0,1953.0,927.0,0.0,21743.0,75822.0,227.0,921.0,2645.0,194.0,257546,185032,102254,34361,121143,5378.0
44160.0,1015.0,73.0,4844.0,8855.0,853.0,1088.0,1346.0,8.0,10239.0,10247.0,18088.0,2526.0,169153.0,2183395.0,586.0,6596.0,18631.0,2460.0,4515425,3383971,1465285,343180,2708668,51628.0
31262.0,374.0,213.0,1438.0,354.0,427.0,823.0,308.0,143.0,10233.0,10376.0,5602.0,2795.0,38044.0,306669.0,26.0,2137.0,17485.0,314.0,1911620,1435555,626847,178473,1108672,33108.0
66974.0,4503.0,124.0,13670.0,20612.0,1068.0,2988.0,1234.0,166.0,50789.0,50955.0,78450.0,9405.0,484808.0,5569651.0,507.0,28817.0,37399.0,1349.0,8387996,6723249,2797208,306719,5288772,141787.0
21704.0,820.0,149.0,930.0,1421.0,110.0,556.0,19.0,0.0,5463.0,5463.0,15356.0,0.0,68529.0,676736.0,142.0,2776.0,4818.0,297.0,1604503,1170332,574899,126068,904861,20329.0
32170.0,2038.0,11.0,1437.0,5397.0,465.0,511.0,140.0,26.0,11532.0,11558.0,10935.0,227.0,23328.0,435388.0,99.0,5105.0,8141.0,686.0,2275466,1863842,745671,146708,1387886,34046.0
68157.0,10129.0,77.0,732.0,7653.0,1043.0,1634.0,476.0,2.0,23610.0,23612.0,16039.0,908.0,63978.0,675312.0,6830.0,1288.0,9660.0,1528.0,3640062,2413634,1162247,220395,2280285,72768.0
17880.0,665.0,2.0,332.0,4380.0,245.0,844.0,23.0,2.0,5347.0,5349.0,13689.0,615.0,49034.0,453632.0,325.0,1115.0,3908.0,278.0,1691216,1327233,570501,100193,1021902,24213.0
30502.0,747.0,163.0,2265.0,3166.0,426.0,1090.0,178.0,55.0,11193.0,11248.0,15208.0,3862.0,65168.0,712826.0,466.0,5255.0,7709.0,546.0,3207882,2362910,1172880,155149,1889127,49783.0
72637.0,9388.0,25.0,920.0,118.0,619.0,965.0,354.0,133.0,12040.0,12173.0,12776.0,0.0,97686.0,546481.0,122.0,2358.0,8196.0,1130.0,2555676,1467820,597133,564351,1407824,61841.0
22327.0,1208.0,2.0,3001.0,4380.0,206.0,669.0,478.0,98.0,11234.0,11332.0,12021.0,8694.0,65075.0,924879.0,38.0,9394.0,29940.0,448.0,1433319,1151056,441432,80400,914876,25680.0
23960.0,297.0,388.0,2821.0,2331.0,418.0,903.0,504.0,3.0,3802.0,3805.0,26570.0,119.0,106299.0,1274674.0,16.0,10332.0,38965.0,772.0,2359395,1667832,798163,138628,1422873,21323.0
15049.0,464.0,5.0,2364.0,4074.0,243.0,205.0,111.0,2.0,3886.0,3888.0,16342.0,514.0,85003.0,606337.0,60.0,1303.0,4822.0,264.0,2970410,2223866,1071095,160289,1751831,21981.0
39415.0,1172.0,75.0,911.0,2377.0,529.0,586.0,26.0,0.0,10500.0,10500.0,10551.0,4127.0,99668.0,537245.0,399.0,1381.0,3450.0,512.0,2543348,1722091,860170,78457,1620668,43864.0
39101.0,3394.0,0.0,1408.0,405.0,321.0,791.0,234.0,15.0,19012.0,19027.0,26887.0,10684.0,41141.0,364327.0,38.0,3711.0,12227.0,456.0,2514899,2032699,742204,210507,1573397,47906.0
26548.0,674.0,3.0,1145.0,7057.0,450.0,1672.0,243.0,23.0,7848.0,7871.0,28944.0,650.0,205431.0,1642144.0,1.0,6586.0,30678.0,726.0,2185539,1771034,723359,87662,1398906,33720.0
9352.0,72.0,223.0,372.0,106.0,155.0,457.0,14.0,6.0,2448.0,2454.0,1954.0,60.0,13314.0,169359.0,2312.0,695.0,2391.0,264.0,649990,475061,207225,115889,327364,8021.0
12942.0,155.0,0.0,755.0,3496.0,93.0,749.0,341.0,9.0,4463.0,4472.0,6996.0,213.0,39232.0,222384.0,64.0,2979.0,10662.0,166.0,1404639,1153599,550721,77638,777829,15316.0
29617.0,2477.0,3.0,681.0,1597.0,426.0,1320.0,570.0,32.0,7092.0,7124.0,16183.0,487.0,40262.0,371087.0,60.0,1473.0,3266.0,806.0,2685202,1827572,737365,453631,1497815,35805.0
11552.0,629.0,3.0,954.0,1143.0,250.0,185.0,110.0,171.0,10160.0,10331.0,13801.0,10098.0,52319.0,253351.0,403.0,1382.0,9394.0,385.0,1469325,1059736,485609,92000,903804,30405.0
6207.0,269.0,12.0,646.0,1704.0,53.0,106.0,86.0,0.0,1323.0,1323.0,2991.0,36.0,16136.0,173139.0,9.0,1787.0,5756.0,138.0,622075,458979,212342,32156,379029,8073.0
33146.0,1563.0,114.0,4294.0,7910.0,551.0,2335.0,1211.0,60.0,7525.0,7585.0,31053.0,1330.0,98192.0,1645515.0,1516.0,4219.0,13950.0,1652.0,4323018,3344264,1531984,145103,2654403,62797.0
26643.0,9919.0,413.0,804.0,6434.0,504.0,1258.0,200.0,194.0,10283.0,10477.0,20594.0,79.0,61651.0,723983.0,198.0,2266.0,11852.0,592.0,2704505,1945321,903646,298184,1505666,29982.0
49743.0,1460.0,32.0,5579.0,23093.0,752.0,919.0,1134.0,40.0,33822.0,33862.0,13224.0,24696.0,163753.0,2109692.0,55.0,23136.0,75601.0,1519.0,6979288,5859661,2755015,119703,4133994,102622.0
24558.0,905.0,86.0,242.0,2543.0,269.0,264.0,12.0,54.0,8945.0,8999.0,13534.0,2243.0,43280.0,487504.0,383.0,2622.0,10689.0,372.0,1947537,1384079,644722,138242,1166816,22751.0
14265.0,125.0,21.0,676.0,443.0,96.0,370.0,28.0,250.0,3210.0,3460.0,3885.0,0.0,37031.0,449003.0,43.0,2436.0,2328.0,226.0,0,0,0,0,0,8061.0
5148.0,472.0,458.0,130.0,0.0,58.0,233.0,22.0,209.0,2030.0,2239.0,1006.0,0.0,22625.0,75509.0,167.0,1212.0,5206.0,136.0,262774,193614,104837,35105,123100,4444.0
32594.0,1496.0,50.0,4693.0,8560.0,1189.0,1324.0,1736.0,18.0,12659.0,12677.0,19743.0,1767.0,147243.0,1578097.0,229.0,6396.0,18499.0,1787.0,4576516,3473529,1483489,344939,2750231,46848.0
29330.0,367.0,55.0,1620.0,568.0,249.0,934.0,301.0,151.0,8236.0,8387.0,6008.0,1329.0,38010.0,277811.0,5.0,1889.0,14452.0,257.0,1948284,1485200,635504,180656,1135120,29204.0
