Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Navsari,"22,045","17,072","16,860","19,351","20,989","11,714",340,219,100,119,"8,059","4,070","22,939","23,158",729,"3,769","23,129",176,"3,344","19,514",930.0,523,89,34,"4,090","4,124","6,123",575,"21,265","1,13,068","20,096","21,855",114,127,132,"19,983","19,983",0,"15,400","7,320",53
Panch Mahals,"41,827","29,562","29,198","39,083","45,279","11,608",484,"2,078",987,"1,091","8,684","8,471","26,483","28,561",174,196,"33,894",736,"2,580","31,633",912.0,"1,639",101,1,"2,716","2,717","7,899",0,"25,577","1,11,492","23,271","33,175","18,913","18,512","19,100","32,578","29,978",390,363,"2,438",62
Patan,"35,514","26,925","28,540","28,508","30,740","22,937",469,346,162,184,"10,972","9,782","27,268","27,614",692,267,"28,060",379,"1,747","21,938",885.0,329,4,1,"4,338","4,339","13,905","2,696","30,695","1,76,836","19,840","26,147",387,376,389,"23,569","23,576",11,"3,186","7,990",98
Porbandar,"12,497","10,431","11,418","11,328","11,367","3,659",67,45,18,27,"4,651","4,024","10,233","10,278",483,"1,120","10,236",112,842,"8,714",928.0,371,34,2,"1,049","1,051","3,540",102,"14,723","1,93,925","9,825","10,293","2,311","2,250","2,460","10,544","10,519",66,"1,104","3,043",93
Rajkot,"70,007","47,849","48,514","56,052","61,372","26,707",376,733,372,361,"18,710","11,689","50,918","51,651","1,506","3,465","51,899",613,"4,594","46,069",876.0,"1,967",833,31,"3,410","3,441","18,411","7,196","66,580","7,89,451","56,137","62,944",13,7,4,"56,017","55,122","3,315","3,715","7,706",190
Sabar Kantha,"34,735","26,458","27,271","32,536","29,504","23,645",391,"1,412",380,"1,032","5,456","1,233","28,375","29,787",231,"1,730","29,400",537,"2,612","28,029",918.0,"1,313",15,9,"9,696","9,705","22,069","2,562","41,142","4,52,222","22,338","29,650",783,843,"1,525","27,287","27,144",71,923,"3,636",305
Surat,"1,12,443","74,061","83,530","93,284","1,05,103","64,915","1,266","1,492",501,991,"26,958","17,389","82,229","83,721","3,686","9,607","83,149","1,203","14,760","72,350",916.0,"1,665","1,215",39,"34,738","34,777","13,700","26,926","65,484","7,38,053","1,07,268","1,21,775","14,060","15,372","19,234","1,03,747","1,02,739",67,"10,032","3,142",50
Surendranagar,"33,696","23,914","25,199","28,505","32,562","13,789",193,"2,157",565,"1,592","10,117","8,670","23,801","25,958",358,991,"25,723",366,"1,952","25,545",873.0,643,60,9,"4,816","4,825","14,379",294,"35,114","2,75,464","20,460","28,354",389,368,562,"27,056","25,080",61,"3,835","8,902",333
Tapi,"12,992","11,204","11,631","12,276","13,085","17,595",533,714,185,529,"5,834","1,977","10,323","11,037",491,544,"11,007",191,"2,297","10,406",927.0,487,144,279,"2,971","3,250","3,156",0,"15,923","61,929","8,850","12,978","2,591","2,521","2,387","11,393","11,335",161,"2,079","2,792",137
The Dangs,"7,785","5,952","7,397","7,064","7,416","1,995",139,"3,930",823,"3,107","1,811","1,797","1,811","5,741",13,,"6,659",158,818,"6,354",963.0,310,31,184,223,407,"1,269",,"17,714","53,499","2,351","6,155","1,218","1,211","1,260","5,909","5,799",450,77,"2,789",31
Vadodara,"75,957","54,462","55,573","60,644","61,351","30,988","1,387","1,091",29,"1,062","26,349","18,483","52,249","53,340","3,611","7,196","53,634",836,"10,108","45,772",897.0,"3,526","2,653",36,"11,139","11,175","19,409",0,"1,51,392","25,03,412","60,297","71,396","14,133","13,905","15,137","61,583","59,954",606,"2,687","5,628",147
Valsad,"32,200","24,592","25,053","30,412","29,985","19,427",280,"3,876","1,034","2,842","9,103","4,391","25,420","29,296",538,"1,379","29,098",402,"3,894","28,310",937.0,"1,070",327,68,"6,457","6,525","4,252",125,"32,113","3,46,168","19,807","29,000","19,788","19,706","19,550","27,652","26,780",1,"7,449","6,230",103
